date,n_members,dispersion,ensemble_rank_ic,mean_member_rank_ic
2020-01-02,16,0.439186,0.318127,0.216333
2020-01-03,16,0.411957,0.148095,0.117947
2020-01-06,16,0.338371,-0.110268,-0.073553
2020-01-07,16,0.447069,-0.131805,-0.111701
2020-01-08,16,0.434634,0.052582,0.020108
2020-01-09,16,0.373600,-0.092828,-0.081561
2020-01-10,16,0.451467,0.044803,0.006693
2020-01-13,16,0.446342,0.044179,0.023902
2020-01-14,16,0.471890,0.059641,0.057575
2020-01-15,16,0.472735,-0.392085,-0.272179
2020-01-16,16,0.515176,0.241314,0.186061
2020-01-17,16,0.474710,0.137866,0.097778
2020-01-21,16,0.478439,-0.220990,-0.167203
2020-01-22,16,0.588971,-0.061615,-0.041987
2020-01-23,16,0.541677,-0.097964,-0.064784
2020-01-24,16,0.548739,-0.427285,-0.297647
2020-01-27,16,0.635714,-0.204418,-0.157743
2020-01-28,16,0.617663,0.021945,0.013697
2020-01-29,16,0.518013,-0.271551,-0.210831
2020-01-30,16,0.639217,0.059208,0.052359
2020-01-31,16,0.581310,-0.177867,-0.156477
2020-02-03,16,0.449416,-0.213802,-0.155894
2020-02-04,16,0.488658,0.125048,0.104904
2020-02-05,16,0.413600,0.545420,0.371118
2020-02-06,16,0.368241,-0.204183,-0.109276
2020-02-07,16,0.510290,-0.309491,-0.218025
2020-02-10,16,0.401323,-0.205153,-0.123601
2020-02-11,16,0.397984,0.278689,0.212725
2020-02-12,16,0.348757,0.376864,0.232368
2020-02-13,16,0.345513,-0.164466,-0.100520
2020-02-14,16,0.379706,-0.359969,-0.223758
2020-02-18,16,0.437296,-0.114924,-0.050336
2020-02-19,16,0.439023,0.106944,0.075246
2020-02-20,16,0.374184,0.375045,0.246230
2020-02-21,16,0.420977,-0.488498,-0.321369
2020-02-24,16,0.461142,-0.223156,-0.166723
2020-02-25,16,0.194495,-0.472710,-0.238854
2020-02-26,16,0.140443,-0.471187,-0.219334
2020-02-27,16,0.315629,0.230354,0.142197
2020-02-28,16,0.158245,0.521994,0.233322
2020-03-02,16,0.194394,-0.110786,-0.065096
2020-03-03,16,0.107554,-0.231576,-0.092621
2020-03-04,16,0.235788,-0.386621,-0.185782
2020-03-05,16,0.164877,-0.338368,-0.162187
2020-03-06,16,0.254322,-0.148589,-0.092802
2020-03-09,16,0.289676,-0.486326,-0.291674
2020-03-10,16,0.444158,0.452806,0.336351
2020-03-11,16,0.147164,-0.137595,-0.056477
2020-03-12,16,0.376330,-0.518968,-0.341681
2020-03-13,16,0.500421,0.226838,0.181333
2020-03-16,16,0.102679,-0.142792,-0.070288
2020-03-17,16,0.350156,-0.188201,-0.124520
2020-03-18,16,0.068764,-0.364051,-0.133133
2020-03-19,16,0.350483,0.556988,0.366441
2020-03-20,16,0.092278,0.008020,-0.000306
2020-03-23,16,0.143908,-0.141389,-0.059442
2020-03-24,16,0.108450,0.394055,0.148679
2020-03-25,16,0.103309,-0.007876,-0.010294
2020-03-26,16,0.097094,0.336767,0.126357
2020-03-27,16,0.067392,0.176243,0.056170
2020-03-30,16,0.120335,-0.050568,-0.023875
2020-03-31,16,0.090689,0.068628,0.027407
2020-04-01,16,0.115736,-0.209475,-0.102683
2020-04-02,16,0.177678,-0.307290,-0.132569
2020-04-03,16,0.119445,-0.259803,-0.103667
2020-04-06,16,0.144610,0.409777,0.186248
2020-04-07,16,0.102244,0.310474,0.126224
2020-04-08,16,0.117397,-0.029390,-0.021074
2020-04-09,16,0.162487,0.329547,0.155444
2020-04-13,16,0.088736,-0.002785,0.002725
2020-04-14,16,0.167561,-0.196351,-0.081885
2020-04-15,16,0.237665,-0.514238,-0.277791
2020-04-16,16,0.238954,-0.388849,-0.209550
2020-04-17,16,0.255834,0.170228,0.103745
2020-04-20,16,0.255417,-0.015703,0.003175
2020-04-21,16,0.248755,-0.151522,-0.079736
2020-04-22,16,0.190589,-0.266977,-0.138235
2020-04-23,16,0.210956,0.029920,0.006519
2020-04-24,16,0.181917,-0.058777,-0.048283
2020-04-27,16,0.140547,0.262594,0.095492
2020-04-28,16,0.121846,0.450933,0.192491
2020-04-29,16,0.115440,0.064639,0.027215
2020-04-30,16,0.119039,0.007924,-0.001861
