date,n_members,dispersion,ensemble_rank_ic,mean_member_rank_ic
2020-01-02,8,0.648842,0.286592,0.230660
2020-01-03,8,0.654656,0.172410,0.150456
2020-01-06,8,0.589237,0.009508,0.016795
2020-01-07,8,0.586585,-0.217937,-0.170052
2020-01-08,8,0.671144,0.028285,0.035486
2020-01-09,8,0.604102,-0.084756,-0.077311
2020-01-10,8,0.566973,0.026557,0.005702
2020-01-13,8,0.539732,0.096434,0.062053
2020-01-14,8,0.526637,0.145996,0.117263
2020-01-15,8,0.468582,-0.325890,-0.248091
2020-01-16,8,0.574944,0.156454,0.143155
2020-01-17,8,0.426184,0.119721,0.079672
2020-01-21,8,0.396066,-0.259508,-0.150276
2020-01-22,8,0.476447,-0.144126,-0.121897
2020-01-23,8,0.472094,-0.016616,-0.019748
2020-01-24,8,0.456265,-0.265902,-0.190264
2020-01-27,8,0.509662,-0.262847,-0.195954
2020-01-28,8,0.473836,-0.050908,-0.049232
2020-01-29,8,0.424850,-0.225333,-0.159524
2020-01-30,8,0.511850,0.053061,0.049352
2020-01-31,8,0.454008,-0.096766,-0.082521
2020-02-03,8,0.439098,-0.111653,-0.078259
2020-02-04,8,0.547498,0.047783,0.038679
2020-02-05,8,0.445234,0.447801,0.338812
2020-02-06,8,0.340093,-0.192322,-0.124934
2020-02-07,8,0.509014,-0.145564,-0.111080
2020-02-10,8,0.214776,-0.035491,-0.044778
2020-02-11,8,0.183475,0.242603,0.158776
2020-02-12,8,0.142579,0.354800,0.171200
2020-02-13,8,0.140292,-0.047072,-0.027167
2020-02-14,8,0.181773,-0.253146,-0.130012
2020-02-18,8,0.139952,-0.087176,-0.047743
2020-02-19,8,0.169333,0.005332,-0.022041
2020-02-20,8,0.194371,0.335543,0.185786
2020-02-21,8,0.171401,-0.325905,-0.163866
2020-02-24,8,0.198570,-0.108926,-0.047419
2020-02-25,8,0.130900,-0.470738,-0.228523
2020-02-26,8,0.141595,-0.459130,-0.176230
2020-02-27,8,0.113445,0.062383,0.053157
2020-02-28,8,0.132159,0.300389,0.127296
2020-03-02,8,0.170077,-0.095096,-0.052569
2020-03-03,8,0.130134,-0.207842,-0.079611
2020-03-04,8,0.030203,-0.185276,-0.069437
2020-03-05,8,0.070921,0.149495,0.054844
2020-03-06,8,0.011534,-0.184276,-0.057192
2020-03-09,8,0.019662,-0.231353,-0.074422
2020-03-10,8,-0.083564,0.233112,0.043397
2020-03-11,8,0.170564,-0.228364,-0.142425
2020-03-12,8,-0.044209,-0.226620,-0.075042
2020-03-13,8,-0.054465,-0.111183,-0.039574
2020-03-16,8,0.473888,-0.153192,-0.115237
2020-03-17,8,0.003396,0.234373,0.086735
2020-03-18,8,0.037129,-0.015801,0.002941
2020-03-19,8,-0.015112,0.374931,0.110901
2020-03-20,8,0.029443,0.013256,0.016194
2020-03-23,8,0.066736,-0.268316,-0.116327
2020-03-24,8,-0.048743,-0.161018,-0.045630
2020-03-25,8,-0.048722,-0.184740,-0.053758
2020-03-26,8,0.065347,0.094465,0.027251
2020-03-27,8,0.057301,-0.004995,0.022941
2020-03-30,8,-0.057506,0.116689,0.036146
2020-03-31,8,-0.098350,-0.020609,0.003341
2020-04-01,8,-0.041006,-0.341403,-0.107762
2020-04-02,8,-0.018148,0.021420,-0.000233
2020-04-03,8,-0.070055,-0.070085,0.000281
2020-04-06,8,-0.024478,-0.026368,-0.016731
2020-04-07,8,-0.063840,-0.137423,-0.030619
2020-04-08,8,0.018158,-0.140617,-0.047671
2020-04-09,8,-0.060394,-0.074145,-0.022169
2020-04-13,8,-0.026115,0.014120,0.004321
2020-04-14,8,-0.040787,-0.284349,-0.086225
2020-04-15,8,0.043241,-0.322616,-0.127383
2020-04-16,8,0.038196,-0.374430,-0.164634
2020-04-17,8,0.008571,0.197968,0.062053
2020-04-20,8,-0.044260,0.058316,0.026122
2020-04-21,8,-0.004586,-0.145567,-0.037779
2020-04-22,8,0.044545,-0.213246,-0.091044
2020-04-23,8,0.096176,-0.098509,-0.048776
2020-04-24,8,0.059688,-0.087046,-0.032485
2020-04-27,8,0.053198,0.249196,0.107191
2020-04-28,8,-0.016234,0.427474,0.145714
2020-04-29,8,0.034063,0.113016,0.019616
2020-04-30,8,0.014872,0.105855,0.057911
2020-05-01,8,0.102233,0.023533,0.033649
2020-05-04,8,0.023097,-0.217457,-0.083361
2020-05-05,8,0.073806,-0.027374,0.006795
2020-05-06,8,-0.028280,-0.221881,-0.082713
2020-05-07,8,0.014385,0.098454,0.042893
2020-05-08,8,-0.036786,0.046731,0.010144
2020-05-11,8,-0.029305,-0.110658,-0.058451
2020-05-12,8,-0.016865,-0.249634,-0.070444
2020-05-13,8,-0.047647,-0.133737,-0.033861
2020-05-14,8,-0.037256,0.042747,0.007841
2020-05-15,8,0.053810,0.032080,0.008958
2020-05-18,8,-0.004072,-0.099952,-0.026390
2020-05-19,8,-0.081429,-0.146454,-0.046174
2020-05-20,8,0.103193,0.042795,0.026591
2020-05-21,8,0.130129,0.223028,0.110228
2020-05-22,8,0.068170,0.194212,0.087455
2020-05-26,8,0.066356,0.233568,0.088259
2020-05-27,8,0.025906,0.007540,-0.001957
2020-05-28,8,0.028300,0.448239,0.180276
2020-05-29,8,0.015582,0.161768,0.074874
2020-06-01,8,0.044829,0.070598,0.051513
2020-06-02,8,0.084260,-0.242958,-0.118235
2020-06-03,8,0.061581,-0.099316,-0.033745
2020-06-04,8,0.015850,-0.046447,-0.031861
2020-06-05,8,0.072914,-0.282030,-0.119268
2020-06-08,8,0.074810,0.064406,0.021909
2020-06-09,8,0.007628,0.386524,0.153986
2020-06-10,8,0.020837,0.194021,0.086771
2020-06-11,8,0.056944,0.098086,0.039532
2020-06-12,8,0.040655,-0.178426,-0.079616
2020-06-15,8,0.048317,-0.143876,-0.052959
2020-06-16,8,0.059058,-0.151659,-0.067910
2020-06-17,8,0.094296,0.301748,0.131489
2020-06-18,8,0.195802,-0.128326,-0.083986
2020-06-19,8,0.225392,-0.122749,-0.077179
2020-06-22,8,0.145752,-0.017672,-0.014274
2020-06-23,8,0.188362,-0.150503,-0.094826
2020-06-24,8,0.248397,0.058589,0.037599
2020-06-25,8,0.105409,-0.198040,-0.088580
2020-06-26,8,0.155901,0.067766,0.020636
2020-06-29,8,0.120747,0.017000,0.013103
2020-06-30,8,0.198332,0.242484,0.121603
2020-07-01,8,0.131617,0.371865,0.186026
2020-07-02,8,0.417482,-0.091673,-0.065930
2020-07-06,8,0.552849,0.206935,0.125018
2020-07-07,8,0.574073,-0.655157,-0.516363
2020-07-08,8,0.653651,-0.004226,-0.017755
2020-07-09,8,0.622500,-0.649667,-0.553733
2020-07-10,8,0.424318,0.637291,0.445522
2020-07-13,8,0.303502,0.078517,0.077599
2020-07-14,8,0.361478,-0.301109,-0.219232
2020-07-15,8,0.378614,0.237724,0.171609
2020-07-16,8,0.343900,-0.339648,-0.217551
2020-07-17,8,0.316138,0.036740,0.026146
2020-07-20,8,0.141972,-0.204303,-0.101597
2020-07-21,8,0.282480,0.415696,0.251753
2020-07-22,8,0.223327,0.020938,0.017515
2020-07-23,8,0.188921,0.081268,0.041333
2020-07-24,8,0.214337,-0.417903,-0.232521
2020-07-27,8,0.301465,-0.355407,-0.232365
2020-07-28,8,0.297085,0.535911,0.332701
2020-07-29,8,0.048026,0.056431,0.018091
2020-07-30,8,0.197510,0.248427,0.135678
