date,n_members,dispersion,ensemble_rank_ic,mean_member_rank_ic
2020-01-02,16,0.390014,0.235012,0.174046
2020-01-03,16,0.387643,0.118328,0.074706
2020-01-06,16,0.371699,0.032126,0.031122
2020-01-07,16,0.390873,-0.073907,-0.053758
2020-01-08,16,0.326779,0.084422,0.037554
2020-01-09,16,0.271388,-0.226331,-0.112897
2020-01-10,16,0.306486,0.120243,0.042587
2020-01-13,16,0.322283,0.003938,-0.002397
2020-01-14,16,0.331645,0.007347,0.005358
2020-01-15,16,0.336814,-0.344034,-0.208208
2020-01-16,16,0.312515,0.015415,0.016375
2020-01-17,16,0.367227,-0.155682,-0.107319
2020-01-21,16,0.330979,-0.293548,-0.190217
2020-01-22,16,0.301508,0.063822,0.031852
2020-01-23,16,0.430989,-0.125573,-0.083607
2020-01-24,16,0.413527,-0.465432,-0.319886
2020-01-27,16,0.464731,-0.412947,-0.279094
2020-01-28,16,0.449040,0.004322,-0.000840
2020-01-29,16,0.403644,-0.299599,-0.192149
2020-01-30,16,0.324722,0.159723,0.092887
2020-01-31,16,0.261497,-0.170521,-0.089946
2020-02-03,16,0.317150,-0.009557,0.005537
2020-02-04,16,0.262181,0.116017,0.066873
2020-02-05,16,0.268587,0.537640,0.299466
2020-02-06,16,0.166351,-0.356944,-0.177912
2020-02-07,16,0.271880,-0.160588,-0.088975
2020-02-10,16,0.293024,-0.185018,-0.097866
2020-02-11,16,0.284691,0.478955,0.264583
2020-02-12,16,0.290375,0.084562,0.035826
2020-02-13,16,0.215153,-0.017529,-0.017863
2020-02-14,16,0.239407,-0.330500,-0.177131
2020-02-18,16,0.240266,0.084324,0.042140
2020-02-19,16,0.247822,-0.051576,-0.021765
2020-02-20,16,0.238472,0.123700,0.059274
2020-02-21,16,0.097586,0.000336,0.003432
2020-02-24,16,0.097913,-0.152660,-0.046951
2020-02-25,16,0.092523,-0.412467,-0.146945
2020-02-26,16,0.105264,-0.214714,-0.077706
2020-02-27,16,0.106172,0.187664,0.074116
2020-02-28,16,0.075283,-0.135139,-0.055858
2020-03-02,16,0.089076,-0.141183,-0.048752
2020-03-03,16,0.186920,-0.070590,-0.034184
2020-03-04,16,0.090609,-0.417461,-0.160426
2020-03-05,16,0.199212,-0.584004,-0.293271
2020-03-06,16,0.118693,0.056144,0.035519
2020-03-09,16,0.069739,-0.339560,-0.130602
2020-03-10,16,0.031499,0.272184,0.082172
