date,n_members,dispersion,ensemble_rank_ic,mean_member_rank_ic
2020-01-02,8,0.482572,0.178269,0.143013
2020-01-03,8,0.595569,0.528932,0.434310
2020-01-06,8,0.403447,-0.354888,-0.220702
2020-01-07,8,0.512725,-0.239339,-0.193926
2020-01-08,8,0.498360,-0.035825,-0.009892
2020-01-09,8,0.559197,-0.020458,-0.007191
2020-01-10,8,0.659317,-0.095611,-0.092593
2020-01-13,8,0.542260,0.104644,0.077407
2020-01-14,8,0.630400,-0.107000,-0.068800
2020-01-15,8,0.655963,0.063390,0.065522
2020-01-16,8,0.568129,-0.001105,-0.003061
2020-01-17,8,0.720456,-0.069055,-0.066375
2020-01-21,8,0.708537,-0.059116,-0.029376
2020-01-22,8,0.761269,-0.160156,-0.136122
2020-01-23,8,0.749837,0.038705,0.044934
2020-01-24,8,0.743540,-0.321950,-0.308115
2020-01-27,8,0.709847,-0.537604,-0.462701
2020-01-28,8,0.600055,0.106034,0.080528
2020-01-29,8,0.634625,0.063150,0.045385
2020-01-30,8,0.659489,0.105647,0.086663
2020-01-31,8,0.643303,-0.265902,-0.234934
2020-02-03,8,0.445035,0.175523,0.107011
2020-02-04,8,0.485550,-0.038034,-0.041765
2020-02-05,8,0.533274,0.034479,0.043493
2020-02-06,8,0.512444,0.229799,0.197623
2020-02-07,8,0.508547,-0.113827,-0.090216
2020-02-10,8,0.506047,-0.075111,-0.065378
2020-02-11,8,0.615692,0.106279,0.102581
2020-02-12,8,0.409010,-0.005091,0.004202
2020-02-13,8,0.467649,0.288630,0.217707
2020-02-14,8,0.431408,-0.269475,-0.200492
2020-02-18,8,0.358549,0.035202,0.045450
2020-02-19,8,0.431501,-0.184215,-0.147431
2020-02-20,8,0.471926,0.342955,0.259004
2020-02-21,8,0.441561,0.112285,0.080048
2020-02-24,8,0.368054,-0.267752,-0.168547
2020-02-25,8,0.103015,-0.475795,-0.228872
2020-02-26,8,0.048688,-0.308439,-0.128848
2020-02-27,8,0.321838,0.149310,0.111825
2020-02-28,8,0.110159,-0.181687,-0.090792
2020-03-02,8,0.153233,0.543328,0.265174
2020-03-03,8,0.174149,0.139224,0.063373
2020-03-04,8,0.103581,-0.007158,0.019244
2020-03-05,8,0.166291,-0.094317,-0.046110
2020-03-06,8,0.115654,-0.423072,-0.208583
2020-03-09,8,0.182425,-0.465879,-0.256327
2020-03-10,8,0.108085,-0.391584,-0.188914
2020-03-11,8,-0.045972,-0.303070,-0.067539
2020-03-12,8,0.023118,0.188237,0.091621
2020-03-13,8,0.170761,-0.279237,-0.112980
2020-03-16,8,-0.027985,-0.195226,-0.066315
2020-03-17,8,0.006249,-0.467690,-0.176170
2020-03-18,8,-0.050026,-0.214263,-0.069484
2020-03-19,8,-0.017764,0.593228,0.176855
2020-03-20,8,-0.038673,0.106772,0.036615
2020-03-23,8,0.002236,-0.005427,-0.002689
2020-03-24,8,-0.011212,-0.222153,-0.088079
2020-03-25,8,0.014289,0.180923,0.098235
2020-03-26,8,0.002188,0.302646,0.109700
2020-03-27,8,0.028565,0.218833,0.079844
2020-03-30,8,0.016124,0.023491,0.021056
2020-03-31,8,-0.069182,-0.004803,0.005294
2020-04-01,8,-0.012209,0.143612,0.027006
2020-04-02,8,0.006977,-0.247977,-0.113409
2020-04-03,8,-0.056673,-0.258159,-0.077155
2020-04-06,8,-0.047669,-0.214015,-0.029892
2020-04-07,8,-0.078100,0.358960,0.075306
2020-04-08,8,-0.065807,0.042362,0.018187
2020-04-09,8,-0.083951,0.279731,0.064634
2020-04-13,8,-0.072338,0.018922,-0.001895
2020-04-14,8,-0.033459,-0.039094,-0.015498
2020-04-15,8,-0.044925,0.095398,0.023721
2020-04-16,8,-0.022681,0.129722,0.027070
2020-04-17,8,-0.073617,-0.225899,-0.055858
2020-04-20,8,-0.031226,0.261636,0.068175
2020-04-21,8,-0.076220,-0.030165,-0.010108
2020-04-22,8,-0.114887,-0.178700,-0.025388
2020-04-23,8,-0.117476,0.435115,0.091696
