#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.184819,0.196107,0.197485
0.139161,0.184819,0.184476
0.203453,0.139161,0.144579
0.23167,0.203453,0.205687
0.311326,0.23167,0.227691
0.293845,0.311326,0.291962
0.281499,0.293845,0.283338
0.254161,0.281499,0.27576
0.237212,0.254161,0.248408
0.249459,0.237212,0.233179
0.241785,0.249459,0.240214
0.281419,0.241785,0.233614
0.323822,0.281419,0.269964
0.354857,0.323822,0.309347
0.329046,0.354857,0.339736
0.318841,0.329046,0.31686
0.269416,0.318841,0.308033
0.203687,0.269416,0.261635
0.14947,0.203687,0.2009
0.173109,0.14947,0.152491
0.172209,0.173109,0.173513
0.159744,0.172209,0.172255
0.159316,0.159744,0.163683
0.150156,0.159316,0.164562
