#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.477109,0.465408,0.471571
0.481806,0.477109,0.486733
0.456159,0.481806,0.490532
0.450527,0.456159,0.468821
0.546481,0.450527,0.454431
0.609411,0.546481,0.549103
0.459374,0.609411,0.613238
0.4308,0.459374,0.47176
0.346174,0.4308,0.438175
0.50293,0.346174,0.35477
0.539989,0.50293,0.504582
0.62715,0.539989,0.538614
0.568843,0.62715,0.622611
0.572053,0.568843,0.570487
0.628139,0.572053,0.576881
0.559304,0.628139,0.626889
0.498596,0.559304,0.563187
0.548374,0.498596,0.502703
0.541893,0.548374,0.549435
0.730018,0.541893,0.541579
0.765536,0.730018,0.708803
0.648548,0.765536,0.738358
0.607304,0.648548,0.646232
0.616295,0.607304,0.610256
