#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.654125,0.706548,0.676361
0.669762,0.654125,0.641419
0.52897,0.669762,0.658606
0.506916,0.52897,0.54032
0.76665,0.506916,0.525822
0.740913,0.76665,0.739908
0.645576,0.740913,0.72373
0.598233,0.645576,0.649014
0.541093,0.598233,0.609053
0.663385,0.541093,0.558295
0.528562,0.663385,0.662926
0.620107,0.528562,0.545562
0.370429,0.620107,0.628387
0.487328,0.370429,0.401075
0.457098,0.487328,0.510721
0.573142,0.457098,0.478992
0.619908,0.573142,0.586006
0.55001,0.619908,0.625634
0.465647,0.55001,0.565389
0.512394,0.465647,0.488345
0.37027,0.512394,0.530233
0.465244,0.37027,0.398297
0.491856,0.465244,0.486773
0.309333,0.491856,0.510875
