#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.93867,0.942781,0.827262
0.954093,0.93867,0.837162
0.991217,0.954093,0.857312
0.965018,0.991217,0.88305
0.935628,0.965018,0.877414
0.951484,0.935628,0.874459
0.999299,0.951484,0.88845
0.997674,0.999299,0.907523
0.955416,0.997674,0.90802
0.99751,0.955416,0.894848
0.91351,0.99751,0.909034
0.869433,0.91351,0.878594
0.856132,0.869433,0.860989
0.813506,0.856132,0.855528
0.91353,0.813506,0.83702
0.910309,0.91353,0.880772
0.967707,0.910309,0.879586
0.992649,0.967707,0.900926
1.00584,0.992649,0.909171
0.987693,1.00584,0.913737
0.957314,0.987693,0.908109
0.954153,0.957314,0.898061
0.961887,0.954153,0.896778
0.977106,0.961887,0.899193
