#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.4904,0.549985,0.532954
0.467645,0.4904,0.473124
0.451158,0.467645,0.448467
0.412469,0.451158,0.434045
0.323663,0.412469,0.412845
0.246249,0.323663,0.331702
0.267154,0.246249,0.261724
0.252566,0.267154,0.27473
0.272671,0.252566,0.260447
0.237764,0.272671,0.27668
0.214234,0.237764,0.240902
0.211093,0.214234,0.21649
0.23012,0.211093,0.213792
0.213697,0.23012,0.229764
0.173517,0.213697,0.215553
0.2006,0.173517,0.178414
0.217008,0.2006,0.202398
0.203439,0.217008,0.217
0.207296,0.203439,0.204391
0.242009,0.207296,0.206958
0.269769,0.242009,0.237701
0.252158,0.269769,0.264345
0.253689,0.252158,0.250031
0.22675,0.253689,0.25135
