#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.220601,0.209413,0.212215
0.274108,0.220601,0.21675
0.209363,0.274108,0.265924
0.231352,0.209363,0.214166
0.291594,0.231352,0.231753
0.216784,0.291594,0.277151
0.165907,0.216784,0.21545
0.205894,0.165907,0.168671
0.222137,0.205894,0.204921
0.224265,0.222137,0.217834
0.257914,0.224265,0.218615
0.284506,0.257914,0.251777
0.0624929,0.284506,0.277624
0.266712,0.0624929,0.0815479
0.335452,0.266712,0.258901
0.349906,0.335452,0.318345
0.310879,0.349906,0.33352
0.264863,0.310879,0.300129
0.357069,0.264863,0.265906
0.270837,0.357069,0.342317
0.268551,0.270837,0.26107
0.227446,0.268551,0.260552
0.194676,0.227446,0.22388
0.246865,0.194676,0.19528
