#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.178482,0.214692,0.216743
0.156692,0.178482,0.179183
0.120085,0.156692,0.155055
0.0983245,0.120085,0.11604
0.0823049,0.0983245,0.0940796
0.0455488,0.0823049,0.0839813
0.00888211,0.0455488,0.0514022
0.00587004,0.00888211,0.0241575
0.00587004,0.00587004,0.0227807
0.00587004,0.00587004,0.0213888
0.00587004,0.00587004,0.0247561
0.00587004,0.00587004,0.0288268
0.00587004,0.00587004,0.0251652
0.00587004,0.00587004,0.0217359
0.00587004,0.00587004,0.0235688
0.0273571,0.00587004,0.0197241
0.0702517,0.0273571,0.0386323
0.0862017,0.0702517,0.0730889
0.0906204,0.0862017,0.0913043
0.0761118,0.0906204,0.0948091
0.0780651,0.0761118,0.080666
0.0778713,0.0780651,0.0797158
0.100571,0.0778713,0.0795048
0.0920717,0.100571,0.100224
