#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.208792,0.199263,0.206037
0.221705,0.208792,0.213871
0.281678,0.221705,0.220068
0.274873,0.281678,0.275119
0.321013,0.274873,0.27491
0.300197,0.321013,0.312569
0.24852,0.300197,0.294129
0.234737,0.24852,0.247431
0.197414,0.234737,0.234929
0.300888,0.197414,0.201589
0.305918,0.300888,0.297769
0.173099,0.305918,0.303062
0.271667,0.173099,0.18113
0.262934,0.271667,0.274104
0.237461,0.262934,0.262837
0.190128,0.237461,0.241246
0.190048,0.190128,0.198568
0.179854,0.190048,0.197588
0.153769,0.179854,0.189248
0.205809,0.153769,0.165617
0.242511,0.205809,0.213907
0.166886,0.242511,0.24503
0.126656,0.166886,0.173144
0.100551,0.126656,0.137206
