#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0343206,0.0479345,0.0563586
0.0301505,0.0343206,0.045037
0.032069,0.0301505,0.039417
0.0529646,0.032069,0.0445656
0.053576,0.0529646,0.0649727
0.0730301,0.053576,0.0547173
0.0858985,0.0730301,0.0778275
0.0757489,0.0858985,0.084765
0.0522638,0.0757489,0.0770192
0.0405883,0.0522638,0.054925
0.0311694,0.0405883,0.0439466
0.0323722,0.0311694,0.0364669
0.0345741,0.0323722,0.0379937
0.0311893,0.0345741,0.0403458
0.00907098,0.0311893,0.0365412
0.00276354,0.00907098,0.0149314
0.00481632,0.00276354,0.00988561
0.00522886,0.00481632,0.0104005
0.0179382,0.00522886,0.0114827
0.0206321,0.0179382,0.027616
0.016293,0.0206321,0.0303438
0.00527857,0.016293,0.0305354
0.00765939,0.00527857,0.0184403
0.00872802,0.00765939,0.0223257
