#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.543613,0.428856,0.431173
0.715241,0.543613,0.538696
0.543583,0.715241,0.669125
0.385902,0.543583,0.538583
0.704838,0.385902,0.395438
0.748572,0.704838,0.663375
0.958413,0.748572,0.690827
0.649641,0.958413,0.797944
0.273422,0.649641,0.622606
0.212142,0.273422,0.279636
0.369495,0.212142,0.218679
0.623477,0.369495,0.375359
0.629879,0.623477,0.602778
0.507125,0.629879,0.607751
0.675249,0.507125,0.504949
0.561939,0.675249,0.640683
0.496881,0.561939,0.552891
0.278531,0.496881,0.495184
0.292662,0.278531,0.2842
0.378531,0.292662,0.297943
0.399347,0.378531,0.383739
0.581159,0.399347,0.403233
0.568773,0.581159,0.567185
0.514064,0.568773,0.55712
