#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.43907,0.412668,0.384842
0.398328,0.43907,0.403992
0.338817,0.398328,0.372219
0.553668,0.338817,0.32302
0.571149,0.553668,0.504912
0.514183,0.571149,0.517041
0.507185,0.514183,0.474709
0.566313,0.507185,0.469896
0.528443,0.566313,0.515015
0.498039,0.528443,0.487464
0.447411,0.498039,0.46325
0.302678,0.447411,0.420481
0.283571,0.302678,0.299232
0.255836,0.283571,0.284903
0.165917,0.255836,0.260882
0.253958,0.165917,0.181437
0.20313,0.253958,0.260067
0.174685,0.20313,0.210059
0.180585,0.174685,0.185011
0.187762,0.180585,0.190204
0.231969,0.187762,0.195887
0.262581,0.231969,0.237629
0.268069,0.262581,0.26176
0.175912,0.268069,0.264527
