#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.5391,0.464355,0.439888
0.500718,0.5391,0.502008
0.504024,0.500718,0.475902
0.46271,0.504024,0.488698
0.479957,0.46271,0.459444
0.257775,0.479957,0.4719
0.278864,0.257775,0.282496
0.289511,0.278864,0.299993
0.384088,0.289511,0.306032
0.490236,0.384088,0.38968
0.478282,0.490236,0.484388
0.351209,0.478282,0.475112
0.362248,0.351209,0.365037
0.425978,0.362248,0.375635
0.426475,0.425978,0.43216
0.422613,0.426475,0.432345
0.485385,0.422613,0.429088
0.485563,0.485385,0.485225
0.432519,0.485563,0.484611
0.528364,0.432519,0.438449
0.493377,0.528364,0.523894
0.59028,0.493377,0.492214
0.476015,0.59028,0.579029
0.438896,0.476015,0.479238
