#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.231782,0.235641,0.243465
0.355827,0.231782,0.237774
0.387444,0.355827,0.330936
0.447961,0.387444,0.360758
0.409175,0.447961,0.402277
0.259366,0.409175,0.379825
0.245432,0.259366,0.27268
0.331898,0.245432,0.260632
0.260752,0.331898,0.325012
0.392863,0.260752,0.270735
0.524121,0.392863,0.365421
0.489982,0.524121,0.444154
0.413557,0.489982,0.420613
0.314898,0.413557,0.373964
0.248329,0.314898,0.308529
0.187109,0.248329,0.260571
0.208636,0.187109,0.214556
0.240173,0.208636,0.226512
0.230855,0.240173,0.253469
0.216742,0.230855,0.245031
0.200903,0.216742,0.228992
0.194746,0.200903,0.214344
0.186421,0.194746,0.208498
0.163239,0.186421,0.197996
