#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00588766,0.00588268,-0.0150462
0.00578297,0.00588766,-0.0150855
0.00588766,0.00578297,-0.00469893
0.00588766,0.00588766,-8.16503e-05
0.00577798,0.00588766,-0.00430215
0.00588766,0.00577798,-0.00255238
0.00588766,0.00588766,-0.00302708
0.00577798,0.00588766,-0.00877193
0.00588766,0.00577798,0.000109638
0.00588766,0.00588766,0.00861776
0.00576303,0.00588766,0.00991942
0.00570819,0.00576303,0.00453519
0.00408796,0.00570819,-0.00593927
0.00568825,0.00408796,-0.0290645
0.00569822,0.00568825,-0.0163528
0.00570819,0.00569822,-0.0170251
0.0057032,0.00570819,-0.0169688
0.00570819,0.0057032,-0.00962266
0.00571317,0.00570819,-0.0034885
0.00570819,0.00571317,-0.00135884
0.00571816,0.00570819,-0.00268594
0.00572315,0.00571816,-0.00142834
0.00572813,0.00572315,-0.00130233
0.00573312,0.00572813,-0.0014179
