#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.184297,0.198416,0.208245
0.248668,0.184297,0.193676
0.306448,0.248668,0.246399
0.242102,0.306448,0.293483
0.309229,0.242102,0.248377
0.367767,0.309229,0.308351
0.304593,0.367767,0.355774
0.23944,0.304593,0.313119
0.280185,0.23944,0.260477
0.287314,0.280185,0.286743
0.344919,0.287314,0.291702
0.4364,0.344919,0.332305
0.462578,0.4364,0.393551
0.360224,0.462578,0.408184
0.165189,0.360224,0.336118
0.274058,0.165189,0.184591
0.291656,0.274058,0.279306
0.268739,0.291656,0.296804
0.249311,0.268739,0.280016
0.270144,0.249311,0.250842
0.30066,0.270144,0.267244
0.320845,0.30066,0.286456
0.167691,0.320845,0.307261
0.327381,0.167691,0.171793
