#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0185803,0.0255747,0.134301
0.0150706,0.0185803,0.123753
0.0027519,0.0150706,0.114346
0.00387359,0.0027519,0.107762
0.152212,0.00387359,0.100987
0.0687824,0.152212,0.188773
0.0725115,0.0687824,0.178212
0.055332,0.0725115,0.171592
0.0853138,0.055332,0.165972
0.0965058,0.0853138,0.174638
0.0947011,0.0965058,0.182354
0.0598188,0.0947011,0.184042
0.0413582,0.0598188,0.171334
0.0487016,0.0413582,0.148836
0.0943721,0.0487016,0.149134
0.12392,0.0943721,0.167783
0.0836237,0.12392,0.192497
0.133891,0.0836237,0.185628
0.118162,0.133891,0.200498
0.107144,0.118162,0.206472
0.131453,0.107144,0.2032
0.119757,0.131453,0.210233
0.131219,0.119757,0.194158
0.105684,0.131219,0.200881
