#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00568825,0.00568825,-0.0299604
0.00569822,0.00568825,-0.0282171
0.00568825,0.00569822,-0.0196559
0.00566332,0.00568825,-0.0103638
0.00564837,0.00566332,-0.0111553
0.00566332,0.00564837,-0.0138189
0.00566332,0.00566332,-0.0168202
0.00567329,0.00566332,-0.0231467
0.00572813,0.00567329,-0.0205857
0.00575306,0.00572813,-0.0157349
0.00580291,0.00575306,-0.0137697
0.00588268,0.00580291,-0.0135559
0.00585775,0.00588268,-0.00704448
0.00579294,0.00585775,-0.00720488
0.00588268,0.00579294,-0.0109298
0.00585775,0.00588268,-0.00258599
0.00578795,0.00585775,0.00268543
0.00588268,0.00578795,-0.0344415
0.00585775,0.00588268,-0.0474857
0.00578297,0.00585775,0.0970005
0.00588268,0.00578297,0.0862228
0.00585775,0.00588268,-0.0129879
0.00545892,0.00585775,-0.0197951
0.00491054,0.00545892,-0.0125316
