#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.254685,0.201801,0.205131
0.27007,0.254685,0.233954
0.330322,0.27007,0.240042
0.251489,0.330322,0.267991
0.0791918,0.251489,0.232848
0.0719232,0.0791918,0.158838
0.0574059,0.0719232,0.14596
0.179217,0.0574059,0.141261
0.117933,0.179217,0.200101
0.126856,0.117933,0.181038
0.0888234,0.126856,0.183932
0.110559,0.0888234,0.16753
0.0982357,0.110559,0.172478
0.124518,0.0982357,0.164949
0.0734786,0.124518,0.174339
0.0948756,0.0734786,0.152051
0.0612097,0.0948756,0.155512
0.0582385,0.0612097,0.145871
0.0497684,0.0582385,0.144647
0.0455558,0.0497684,0.141823
0.0418916,0.0455558,0.142077
0.0652129,0.0418916,0.141105
0.0797601,0.0652129,0.153301
0.342043,0.0797601,0.165034
