#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.474099,0.526963,0.380332
0.528508,0.474099,0.357486
0.593293,0.528508,0.385506
0.471691,0.593293,0.416559
0.494225,0.471691,0.361177
0.462044,0.494225,0.371703
0.44985,0.462044,0.352032
0.450433,0.44985,0.345638
0.391876,0.450433,0.342908
0.294961,0.391876,0.310386
0.264616,0.294961,0.256333
0.318936,0.264616,0.235912
0.399055,0.318936,0.263224
0.393197,0.399055,0.305946
0.540927,0.393197,0.303465
0.527212,0.540927,0.378206
0.494409,0.527212,0.373518
0.424799,0.494409,0.36084
0.365409,0.424799,0.329165
0.287613,0.365409,0.299873
0.276217,0.287613,0.257723
0.312545,0.276217,0.249769
0.3498,0.312545,0.266414
0.298895,0.3498,0.285602
