#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.141503,0.131099,0.087477
0.176401,0.141503,0.110745
0.140546,0.176401,0.142769
0.23611,0.140546,0.109383
0.216757,0.23611,0.196935
0.212753,0.216757,0.190223
0.125306,0.212753,0.194193
0.0467922,0.125306,0.10932
0.066883,0.0467922,0.0247335
0.0910369,0.066883,0.0393588
0.243762,0.0910369,0.0527803
0.231583,0.243762,0.190426
0.178096,0.231583,0.188698
0.151584,0.178096,0.145765
0.0854384,0.151584,0.120508
0.0365474,0.0854384,0.0537255
0.00969644,0.0365474,-0.0069712
0.00584279,0.00969644,-0.0400533
0.0480684,0.00584279,-0.0597712
0.140526,0.0480684,0.00423196
0.137784,0.140526,0.0951927
0.0525951,0.137784,0.0957176
0.0570769,0.0525951,0.00714015
0.0763651,0.0570769,0.00146509
