#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00588766,0.00588268,0.0936008
0.00585775,0.00588766,0.0623119
0.00588766,0.00585775,0.0666546
0.00585775,0.00588766,0.0525624
0.00585775,0.00585775,0.01467
0.00588766,0.00585775,0.00825892
0.00588766,0.00588766,0.0165648
0.00585276,0.00588766,-0.069347
0.00587769,0.00585276,-0.0885274
0.0046513,0.00587769,-0.0722305
0.0015604,0.0046513,-0.0745385
0.00545394,0.0015604,-0.0308581
0.00574309,0.00545394,-0.101729
0.00535922,0.00574309,-0.12658
0.0058079,0.00535922,-0.0945091
0.00586772,0.0058079,-0.0577442
0.00577798,0.00586772,-0.0721687
0.00586772,0.00577798,-0.0444474
0.00237301,0.00586772,-0.0368682
0.00320057,0.00237301,0.0563044
0.0058727,0.00320057,-0.112716
0.00211876,0.0058727,-0.0651867
0.00242286,0.00211876,0.0152073
0.00231319,0.00242286,-0.122611
