#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00537916,0.00578297,-0.00138142
0.0140935,0.00537916,-0.005553
0.0225336,0.0140935,0.00773004
0.0236952,0.0225336,0.0377645
0.0133906,0.0236952,0.0412325
0.00746801,0.0133906,0.0405948
0.00513488,0.00746801,0.0372704
0.0269706,0.00513488,0.0198583
0.0429186,0.0269706,0.0116385
0.0449925,0.0429186,0.00145572
0.056718,0.0449925,-0.0157768
0.0266914,0.056718,-0.0125668
0.0197618,0.0266914,-0.023411
0.0312181,0.0197618,-0.0335197
0.019348,0.0312181,-0.0346429
0.0718684,0.019348,-0.033344
0.0702581,0.0718684,-0.0420972
0.043457,0.0702581,-0.00266197
0.0502071,0.043457,0.0179423
0.0611399,0.0502071,0.042805
0.0359591,0.0611399,0.0682634
0.0622317,0.0359591,0.079448
0.0231518,0.0622317,0.0663768
0.0796604,0.0231518,0.0629213
