#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0150756,0.029867,0.139164
0.00739323,0.0150756,0.133468
0.0055686,0.00739323,0.124958
0.00564837,0.0055686,0.100344
0.00584279,0.00564837,0.10209
0.00584279,0.00584279,0.0961402
0.00584279,0.00584279,0.0945763
0.00584778,0.00584279,0.0942338
0.00583282,0.00584778,0.0990828
0.00586772,0.00583282,0.0949235
0.00588766,0.00586772,0.101539
0.00588268,0.00588766,0.103003
0.00583781,0.00588268,0.103074
0.00586273,0.00583781,0.0953656
0.00583781,0.00586273,0.103311
0.00588766,0.00583781,0.0950308
0.00588766,0.00588766,0.0970087
0.00585276,0.00588766,0.0998252
0.00588766,0.00585276,0.104152
0.00588766,0.00588766,0.106141
0.00585276,0.00588766,0.110511
0.00588766,0.00585276,0.108703
0.00588766,0.00588766,0.107647
0.00584778,0.00588766,-0.0432873
