#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.057371,0.0456256,0.055352
0.0491453,0.057371,0.0697646
0.0653226,0.0491453,0.0654085
0.0387309,0.0653226,0.0817003
0.0410192,0.0387309,0.0626723
0.0673018,0.0410192,0.0648609
0.0710757,0.0673018,0.082912
0.057032,0.0710757,0.0814159
0.093375,0.057032,0.0699418
0.0844613,0.093375,0.0933006
0.0870935,0.0844613,0.0856955
0.139095,0.0870935,0.0899446
0.0754578,0.139095,0.128353
0.0260333,0.0754578,0.0912739
0.0339151,0.0260333,0.0534856
0.0393042,0.0339151,0.0574154
0.0564438,0.0393042,0.0677583
0.0315321,0.0564438,0.0782921
0.0422057,0.0315321,0.0589972
0.0578895,0.0422057,0.0626004
0.0413682,0.0578895,0.0740209
0.0463934,0.0413682,0.0582777
0.0328682,0.0463934,0.0613093
0.0693707,0.0328682,0.0595862
