#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.106606,0.143124,0.110424
0.109657,0.106606,0.0905467
0.0736581,0.109657,0.0952464
0.0508652,0.0736581,0.069208
0.0408597,0.0508652,0.0504959
0.020699,0.0408597,0.0386294
0.028172,0.020699,0.0195928
0.0178125,0.028172,0.0215193
0.0280923,0.0178125,0.0117904
0.0376242,0.0280923,0.0152707
0.0367568,0.0376242,0.0260784
0.0367268,0.0367568,0.036466
0.0040082,0.0367268,0.0440131
0.00563341,0.0040082,0.00616898
0.0426544,0.00563341,0.00506868
0.041079,0.0426544,0.0542764
0.0240193,0.041079,0.049018
0.0956533,0.0240193,0.0332936
0.063144,0.0956533,0.0939897
0.0790073,0.063144,0.0790429
0.0673367,0.0790073,0.0884623
0.0364626,0.0673367,0.0794735
0.027175,0.0364626,0.0523427
0.0435218,0.027175,0.0434423
