#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00584279,0.00585775,0.073057
0.0161524,0.00584279,0.0757593
0.0382823,0.0161524,0.118764
0.052306,0.0382823,0.11946
0.025799,0.052306,0.120994
0.0139041,0.025799,0.115743
0.00584279,0.0139041,0.111439
0.00583282,0.00584279,0.0983775
0.00583282,0.00583282,0.097646
0.00583781,0.00583282,0.106116
0.00583781,0.00583781,0.104666
0.00519969,0.00583781,0.106736
0.0481033,0.00519969,0.112371
0.0528942,0.0481033,0.125514
0.0645848,0.0528942,0.127784
0.0435119,0.0645848,0.134151
0.0326788,0.0435119,0.131849
0.0537218,0.0326788,0.13019
0.0401169,0.0537218,0.125832
0.0397479,0.0401169,0.119627
0.0345782,0.0397479,0.115884
0.0323796,0.0345782,0.118189
0.0391298,0.0323796,0.122047
0.0527945,0.0391298,0.130075
