#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0050601,0.00582784,0.0200815
0.00582784,0.0050601,0.0163048
0.0058079,0.00582784,0.028561
0.00580291,0.0058079,0.0275145
0.00580291,0.00580291,0.0257656
0.00580291,0.00580291,0.026905
0.00554866,0.00580291,0.0175512
0.0058079,0.00554866,0.019266
0.00581288,0.0058079,0.026581
0.00580291,0.00581288,0.0281131
0.0058079,0.00580291,0.0291023
0.00583781,0.0058079,0.0392686
0.00588766,0.00583781,0.0636399
0.00588766,0.00588766,0.0486108
0.00584279,0.00588766,0.0388288
0.00588766,0.00584279,0.0434158
0.00588766,0.00588766,0.0278494
0.00584279,0.00588766,0.0198874
0.00588766,0.00584279,0.00148316
0.00588766,0.00588766,-0.0144707
0.0058079,0.00588766,-0.017992
0.00503517,0.0058079,-0.007944
0.00576801,0.00503517,-0.00588884
0.00578297,0.00576801,-0.000156522
