#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00457154,0.00586273,0.0137358
0.00582285,0.00457154,0.0494145
0.00576303,0.00582285,0.0235574
0.0058079,0.00576303,0.0304115
0.00584778,0.0058079,0.026885
0.00554367,0.00584778,0.0179042
0.00561347,0.00554367,0.0163439
0.00586273,0.00561347,0.0249162
0.00569822,0.00586273,0.015221
0.00585276,0.00569822,0.0258276
0.00495541,0.00585276,0.0235449
0.00348474,0.00495541,0.0260112
0.00384368,0.00348474,-0.0154614
0.00475599,0.00384368,0.0213342
0.00584778,0.00475599,0.0485728
0.00584778,0.00584778,0.0491895
0.00583282,0.00584778,0.0343519
0.00583781,0.00583282,0.0320195
0.00584279,0.00583781,0.0246877
0.00493048,0.00584279,0.0174208
0.00523957,0.00493048,0.00886621
0.00582285,0.00523957,-0.0163969
0.00555364,0.00582285,-0.00843268
0.0056035,0.00555364,-0.00676733
