#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.348499,0.418303,0.197991
0.311119,0.348499,0.174024
0.288416,0.311119,0.155391
0.287653,0.288416,0.14615
0.268629,0.287653,0.152531
0.338089,0.268629,0.144972
0.338742,0.338089,0.169086
0.339351,0.338742,0.171803
0.344356,0.339351,0.172352
0.341415,0.344356,0.172269
0.318128,0.341415,0.168535
0.28199,0.318128,0.158084
0.260862,0.28199,0.148195
0.286531,0.260862,0.135728
0.274053,0.286531,0.138255
0.295096,0.274053,0.138198
0.284228,0.295096,0.149457
0.276949,0.284228,0.145761
0.238533,0.276949,0.146306
0.238473,0.238533,0.129208
0.225162,0.238473,0.130257
0.293376,0.225162,0.123372
0.294672,0.293376,0.138936
0.249799,0.294672,0.136321
