#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0058727,0.00586772,0.0296068
0.0058727,0.0058727,0.026352
0.0058727,0.0058727,0.0464331
0.00538913,0.0058727,0.0573661
0.00412784,0.00538913,0.0633065
0.0068598,0.00412784,0.108261
0.00551875,0.0068598,0.12311
0.0057381,0.00551875,0.16292
0.0157636,0.0057381,0.166075
0.0346529,0.0157636,0.215278
0.0558156,0.0346529,0.217827
0.0768038,0.0558156,0.22629
0.0786633,0.0768038,0.229527
0.102044,0.0786633,0.218035
0.0849548,0.102044,0.232577
0.0651232,0.0849548,0.243457
0.0879759,0.0651232,0.225644
0.0598737,0.0879759,0.228154
0.0822727,0.0598737,0.225689
0.0781698,0.0822727,0.230103
0.0643006,0.0781698,0.228426
0.0771229,0.0643006,0.221278
0.132744,0.0771229,0.224714
0.146922,0.132744,0.230259
