#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.958148,0.816894,0.197439
0.702511,0.958148,0.176474
0.243129,0.702511,0.188251
0.131074,0.243129,0.25464
0.154031,0.131074,0.307915
0.235123,0.154031,0.297409
0.119683,0.235123,0.28549
0.126572,0.119683,0.306351
0.153957,0.126572,0.305756
0.103675,0.153957,0.28786
0.0680895,0.103675,0.285215
0.0497535,0.0680895,0.290081
0.0385016,0.0497535,0.29043
0.0208137,0.0385016,0.286116
0.089636,0.0208137,0.284944
0.283296,0.089636,0.259589
0.420247,0.283296,0.222744
0.317166,0.420247,0.216722
0.360533,0.317166,0.234225
0.30895,0.360533,0.236983
0.333513,0.30895,0.250768
0.369198,0.333513,0.241061
0.350024,0.369198,0.21591
0.388187,0.350024,0.207129
