#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.157925,0.144509,0.310925
0.111606,0.157925,0.29914
0.160906,0.111606,0.290019
0.141483,0.160906,0.274079
0.16287,0.141483,0.278675
0.0836337,0.16287,0.330975
0.0742314,0.0836337,0.366098
0.0742563,0.0742314,0.377992
0.0924079,0.0742563,0.387187
0.065891,0.0924079,0.377449
0.0383969,0.065891,0.378622
0.185259,0.0383969,0.383465
0.171729,0.185259,0.328938
0.101735,0.171729,0.339216
0.106028,0.101735,0.343119
0.205724,0.106028,0.326646
0.118351,0.205724,0.31121
0.0395635,0.118351,0.321828
0.0578297,0.0395635,0.321948
0.0762704,0.0578297,0.381441
0.114019,0.0762704,0.376573
0.0728953,0.114019,0.367895
0.200006,0.0728953,0.389481
0.188176,0.200006,0.360916
