#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00583781,0.00582285,9.33723e-05
0.00583781,0.00583781,-0.00416073
0.00584778,0.00583781,-0.00450026
0.00584778,0.00584778,-0.00756709
0.00542901,0.00584778,-0.00575909
0.00565834,0.00542901,-0.00920718
0.00555863,0.00565834,-0.00469674
0.00563839,0.00555863,-0.0121747
0.00554866,0.00563839,0.0152724
0.00583781,0.00554866,0.0257459
0.00583781,0.00583781,-0.00907962
0.00567329,0.00583781,-0.00325952
0.00575804,0.00567329,4.72491e-05
0.00584279,0.00575804,0.00201891
0.00583282,0.00584279,0.00275263
0.0043472,0.00583282,0.00414979
0.00412784,0.0043472,0.0408753
0.0047211,0.00412784,0.0738693
0.00585276,0.0047211,0.0970263
0.0053642,0.00585276,-0.0413786
0.00484573,0.0053642,-0.0169861
0.00552872,0.00484573,0.00444702
0.00586273,0.00552872,-0.00433633
0.00576801,0.00586273,0.000326794
