#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0731246,0.0461989,0.0215616
0.070971,0.0731246,0.039741
0.0634382,0.070971,0.0740588
0.0756273,0.0634382,0.0676943
0.0778358,0.0756273,0.0744629
0.0725314,0.0778358,0.0522224
0.0690865,0.0725314,0.0539735
0.0630593,0.0690865,0.0568266
0.113366,0.0630593,0.052165
0.245013,0.113366,0.0982025
0.174735,0.245013,0.224948
0.320925,0.174735,0.176554
0.297798,0.320925,0.299504
0.247187,0.297798,0.285467
0.203351,0.247187,0.242782
0.22066,0.203351,0.212411
0.192927,0.22066,0.232139
0.252088,0.192927,0.209742
0.202982,0.252088,0.26472
0.213755,0.202982,0.221851
0.197045,0.213755,0.225551
0.188949,0.197045,0.212746
0.24454,0.188949,0.20128
0.213895,0.24454,0.247297
