#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.348224,0.331349,0.297833
0.276002,0.348224,0.289955
0.183948,0.276002,0.286803
0.182343,0.183948,0.288318
0.185254,0.182343,0.301991
0.272836,0.185254,0.325906
0.216039,0.272836,0.343374
0.185065,0.216039,0.346367
0.17997,0.185065,0.34236
0.17326,0.17997,0.340168
0.20529,0.17326,0.334429
0.235581,0.20529,0.32503
0.288839,0.235581,0.315415
0.305585,0.288839,0.301877
0.280409,0.305585,0.297404
0.163513,0.280409,0.303551
0.217918,0.163513,0.319195
0.223676,0.217918,0.3391
0.354496,0.223676,0.362887
0.27351,0.354496,0.352696
0.344999,0.27351,0.351669
0.32763,0.344999,0.340068
0.21061,0.32763,0.334589
0.175922,0.21061,0.332595
