#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.138751,0.120301,0.120079
0.143836,0.138751,0.141322
0.106631,0.143836,0.132632
0.174571,0.106631,0.103069
0.120749,0.174571,0.170815
0.110873,0.120749,0.0962428
0.0809666,0.110873,0.0893972
0.0882102,0.0809666,0.0661683
0.120695,0.0882102,0.0702825
0.083868,0.120695,0.0997488
0.0982507,0.083868,0.0666332
0.0635528,0.0982507,0.074744
0.0649537,0.0635528,0.0431237
0.102658,0.0649537,0.0373463
0.125176,0.102658,0.0718508
0.0959774,0.125176,0.0925778
0.100988,0.0959774,0.0689467
0.0634631,0.100988,0.0734945
0.0704974,0.0634631,0.0426118
0.0741516,0.0704974,0.0467517
0.0753979,0.0741516,0.0529511
0.0920788,0.0753979,0.0532573
0.0781698,0.0920788,0.0673083
0.0934897,0.0781698,0.0538655
