#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00588766,0.00579793,0.0242311
0.00588766,0.00588766,0.0414042
0.00579793,0.00588766,0.0516892
0.00588766,0.00579793,0.0483564
0.00588766,0.00588766,0.05433
0.00580291,0.00588766,0.0505312
0.00588766,0.00580291,0.0204472
0.00588766,0.00588766,0.0194864
0.00579793,0.00588766,0.0359381
0.00588766,0.00579793,0.0407986
0.00588766,0.00588766,0.0319766
0.00579793,0.00588766,0.022744
0.00588766,0.00579793,0.0101987
0.00588766,0.00588766,0.0251815
0.00577798,0.00588766,0.0238807
0.00588766,0.00577798,0.0233887
0.00588766,0.00588766,0.029472
0.00577798,0.00588766,0.0172122
0.00588268,0.00577798,0.014004
0.00588268,0.00588268,0.0144819
0.00576303,0.00588268,0.0211408
0.00587769,0.00576303,0.00862417
0.0058727,0.00587769,0.0128416
0.00574807,0.0058727,0.00671351
