#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.138033,0.140691,0.2169
0.171635,0.138033,0.205446
0.180798,0.171635,0.172105
0.148383,0.180798,0.143533
0.206287,0.148383,0.142579
0.184023,0.206287,0.149007
0.253254,0.184023,0.0513522
0.242915,0.253254,0.0740638
0.324788,0.242915,0.0833193
0.384343,0.324788,0.116056
0.329938,0.384343,0.129864
0.42442,0.329938,0.122339
0.467274,0.42442,0.114487
0.586617,0.467274,0.140598
0.541311,0.586617,0.13814
0.486976,0.541311,0.134552
0.35471,0.486976,0.122201
0.424196,0.35471,0.108649
0.440094,0.424196,0.127839
0.504414,0.440094,0.150695
0.532018,0.504414,0.157325
0.471462,0.532018,0.187458
0.454915,0.471462,0.200048
0.444621,0.454915,0.223674
