#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.290679,0.56695,0.293925
0.242411,0.290679,0.292087
0.19,0.242411,0.347106
0.0494743,0.19,0.353003
0.0554068,0.0494743,0.360203
0.0300016,0.0554068,0.392796
0.0360837,0.0300016,0.39621
0.0261231,0.0360837,0.377427
0.0455359,0.0261231,0.358383
0.0956782,0.0455359,0.325933
0.104916,0.0956782,0.306246
0.144235,0.104916,0.340491
0.146568,0.144235,0.387309
0.169655,0.146568,0.430039
0.292394,0.169655,0.430722
0.329061,0.292394,0.456905
0.420586,0.329061,0.443302
0.393028,0.420586,0.445119
0.343134,0.393028,0.441779
0.280469,0.343134,0.434841
0.258439,0.280469,0.424073
0.249151,0.258439,0.394406
0.228113,0.249151,0.369181
0.184198,0.228113,0.369224
