#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0966753,0.0878662,0.042961
0.0963263,0.0966753,0.0475592
0.12396,0.0963263,0.049529
0.130795,0.12396,0.0798975
0.155607,0.130795,0.114588
0.158384,0.155607,0.136909
0.217973,0.158384,0.140566
0.15437,0.217973,0.194276
0.115624,0.15437,0.137084
0.184217,0.115624,0.0964634
0.187433,0.184217,0.158117
0.192403,0.187433,0.163171
0.213312,0.192403,0.16653
0.175558,0.213312,0.187104
0.234001,0.175558,0.152079
0.270598,0.234001,0.200598
0.168987,0.270598,0.237896
0.197239,0.168987,0.143483
0.115585,0.197239,0.167969
0.108426,0.115585,0.0859139
0.154465,0.108426,0.0435177
0.243712,0.154465,0.0895558
0.120191,0.243712,0.182913
0.12893,0.120191,0.0692127
