#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00588766,0.00588766,0.0443527
0.00585775,0.00588766,0.0404072
0.00588766,0.00585775,0.053244
0.00588766,0.00588766,0.0661127
0.00585775,0.00588766,0.0539716
0.00588766,0.00585775,0.0571487
0.00588268,0.00588766,0.0639316
0.00582784,0.00588268,0.0517759
0.0058727,0.00582784,0.0589841
0.00587769,0.0058727,0.0661922
0.00584778,0.00587769,0.0507305
0.00588766,0.00584778,0.0526804
0.00588766,0.00588766,0.035496
0.00585276,0.00588766,0.009838
0.00588766,0.00585276,0.0167244
0.00422256,0.00588766,0.0195331
0.00583282,0.00422256,0.0136496
0.00583282,0.00583282,0.0494967
0.00583781,0.00583282,0.0644449
0.00583781,0.00583781,0.0706663
0.00583781,0.00583781,0.0779963
0.00583781,0.00583781,0.0866061
0.0058727,0.00583781,0.100916
0.00586273,0.0058727,0.0834378
