#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00588268,0.00588766,0.0135957
0.00582285,0.00588268,0.00510746
0.0058727,0.00582285,0.00826173
0.00588268,0.0058727,0.00256473
0.00486567,0.00588268,-0.0358317
0.00505511,0.00486567,-0.0310056
0.00939234,0.00505511,-0.0266949
0.0148662,0.00939234,-0.0141285
0.00598238,0.0148662,0.0535448
0.00620174,0.00598238,0.0796901
0.00938735,0.00620174,0.0860982
0.00490555,0.00938735,0.0969001
0.00358943,0.00490555,0.0866008
0.00582784,0.00358943,0.0646534
0.00582784,0.00582784,0.0209799
0.00582784,0.00582784,-0.0215155
0.00583282,0.00582784,-0.036611
0.00582784,0.00583282,-0.0426435
0.00583282,0.00582784,-0.0483824
0.00583282,0.00583282,-0.0343717
0.00582784,0.00583282,-0.0163305
0.00582784,0.00582784,0.0131439
0.00582784,0.00582784,0.0286618
0.00582285,0.00582784,0.0389281
