Wind_turbine_name,Min_since_last,Date_time,Ba_avg,Ba_min,Ba_max,Ba_std,Rt_avg,Rt_min,Rt_max,Rt_std,DCs_avg,DCs_min,DCs_max,DCs_std,Cm_avg,Cm_min,Cm_max,Cm_std,P_avg,P_min,P_max,P_std,Q_avg,Q_min,Q_max,Q_std,S_avg,S_min,S_max,S_std,Cosphi_avg,Cosphi_min,Cosphi_max,Cosphi_std,Ds_avg,Ds_min,Ds_max,Ds_std,Db1t_avg,Db1t_min,Db1t_max,Db1t_std,Db2t_avg,Db2t_min,Db2t_max,Db2t_std,Dst_avg,Dst_min,Dst_max,Dst_std,Gb1t_avg,Gb1t_min,Gb1t_max,Gb1t_std,Gb2t_avg,Gb2t_min,Gb2t_max,Gb2t_std,Git_avg,Git_min,Git_max,Git_std,Gost_avg,Gost_min,Gost_max,Gost_std,Ya_avg,Ya_min,Ya_max,Ya_std,Yt_avg,Yt_min,Yt_max,Yt_std,Ws1_avg,Ws1_min,Ws1_max,Ws1_std,Ws2_avg,Ws2_min,Ws2_max,Ws2_std,Ws_avg,Ws_min,Ws_max,Ws_std,Wa_avg,Wa_min,Wa_max,Wa_std,Va1_avg,Va1_min,Va1_max,Va1_std,Va2_avg,Va2_min,Va2_max,Va2_std,Va_avg,Va_min,Va_max,Va_std,Ot_avg,Ot_min,Ot_max,Ot_std,Nf_avg,Nf_min,Nf_max,Nf_std,Nu_avg,Nu_min,Nu_max,Nu_std,Rs_avg,Rs_min,Rs_max,Rs_std,Rbt_avg,Rbt_min,Rbt_max,Rbt_std
R80711,,2017-04-27T09:10:00+02:00,91.389999,90.0,92.720001,1.3599999999999999,11.0,11.0,11.0,0.0,4.7199998,3.1600001,24.780001,3.29,-7.2199998,-7.8000001999999995,-6.5300002,0.31999999,-0.66000003,-8.79,0.0,1.24,-0.009999999800000001,-3.6300001,0.25999999,0.16,0.67000002,0.0,9.9899998,1.27,1.0,-1.0,1.0,0.0,2.0599999,-0.41000000000000003,22.549999,4.29,23.540001,23.4,23.6,0.079999998,18.309999,18.299999,18.5,0.029999999000000003,28.940001,28.799999,29.0,0.050000001,29.43,29.25,29.6,0.13,31.09,30.9,31.200001,0.1,26.450001,20.9,30.9,4.0700002,32.900002,32.400002,33.299999,0.23,297.48999,297.44,302.92999,0.46000001,15.41,15.2,15.6,0.079999998,2.3199999,0.54000002,4.3499999,0.7599999900000001,2.45,0.41000000000000003,5.0999999,0.92000002,2.3900001,0.49000001,4.7199998,0.82999998,328.70001,240.55,126.12,170.42,,,,,,,,,25.809999,-56.889999,-171.32001,170.49001,6.4499998,6.1500001,6.5999999,0.079999998,49.970001,49.939999,50.009998,0.02,702.06,700.90002,703.08002,0.56999999,0.0,0.0,0.0,0.0,13.89,13.8,13.9,0.02
R80711,10,2017-04-27T09:20:00+02:00,19.74,-0.99000001,90.0,26.799999,11.0,11.0,11.0,0.0,321.75,3.2,816.29999,308.92001,-7.5700002,-7.96,-7.21,0.13,-2.1099999,-15.11,0.0,3.22,0.0,-2.9100001,0.059999999000000005,0.12,2.1099999,0.0,15.11,3.23,1.0,-1.0,1.0,0.0,319.42999,0.0,814.65002,309.35999,23.379999,23.1,23.5,0.039999999,18.35,18.200001,18.5,0.079999998,28.709999,28.299999,28.950001,0.17,30.040001,29.1,33.299999,1.29,31.110001,30.9,32.200001,0.37,29.77,28.0,32.450001,1.46,32.610001,32.0,33.200001,0.27000001,323.60001,303.20001,325.98001,5.5100002,15.68,15.6,15.9,0.050000001,2.5799999,0.0,5.0100002,1.42,2.29,0.0,5.3299999,1.38,2.4300001,0.0,5.1100001,1.38,306.35001,222.39999,169.2,952.23999,,,,,,,,,-3.25,-100.48,-156.77,952.84003,6.5999999,6.4000001,6.6999998,0.11,49.990002,49.959999,50.009998,0.009999999800000001,701.75,700.09998,703.10999,0.62,3.01,0.0,7.75,2.95,13.91,13.9,14.0,0.02
R80711,10,2017-04-27T09:30:00+02:00,30.709999,-1.0,45.0,20.709999,11.0,11.0,11.12,0.0,395.5,100.65,1042.89,377.56,-7.6700001,-8.0100002,-7.3200002,0.09000000400000001,-0.69999999,-4.7399998,-0.17,0.66000003,0.0,0.0,0.0,0.0,0.69999999,0.17,4.7399998,0.66000003,1.0,1.0,1.0,0.0,393.67999,98.690002,1041.33,377.76999,23.09,23.0,23.299999,0.050000001,18.32,18.200001,18.549999,0.12,27.799999,27.6,28.35,0.22,35.189999,33.200001,36.799999,0.87,33.669998,32.299999,34.200001,0.58999997,33.049999,32.200001,34.049999,0.38999999,33.720001,33.099998,34.0,0.20999999,309.51001,309.51001,309.51001,0.0,16.059999,15.7,16.5,0.20999999,2.9100001,0.0,5.5500001999999995,0.62,3.0599999,0.0,6.0700002,0.63,2.99,0.0,5.8000001999999995,0.58999997,332.45999,231.81,169.53999,22.82,,,,,,,,,23.0,-77.699997,-139.97,22.82,6.8400002,6.5999999,7.0,0.09000000400000001,49.990002,49.959999,50.029999,0.02,701.15997,700.03003,702.09998,0.38999999,3.75,0.9400000000000001,9.9200001,3.5899999,14.09,13.9,14.2,0.1
R80711,10,2017-04-27T09:40:00+02:00,45.0,45.0,45.0,0.0,11.35,11.0,12.0,0.41999999,96.809998,37.669998,149.67,28.59,-7.71,-8.2200003,-7.3299999,0.1,-0.55000001,-1.0,-0.16,0.16,0.0,0.0,0.0,0.0,0.55000001,0.16,1.0,0.16,1.0,1.0,1.0,0.0,94.720001,35.880001,147.55,28.6,23.1,23.1,23.200001,0.009999999800000001,18.59,18.5,18.700001,0.039999999,27.540001,27.4,27.6,0.050000001,33.830002,33.400002,34.5,0.31999999,33.400002,32.900002,33.900002,0.28,32.889999,32.599998,33.150002,0.09000000400000001,33.540001,33.299999,33.700001,0.079999998,309.51001,309.51001,309.51001,0.0,16.620001,16.5,16.9,0.13,2.3399999,0.0,4.46,0.98000002,2.5699999,0.0,5.0500002,1.09,2.45,0.0,4.71,1.03,344.34,340.0,136.34,349.17001,,,,,,,,,34.869999,30.49,-173.17,349.17001,6.9499998,6.75,7.1999998,0.1,49.990002,49.959999,50.029999,0.02,700.67999,699.52002,702.13,0.56,0.89999998,0.34999999,1.3900000000000001,0.27000001,14.27,14.2,14.3,0.039999999
R80711,10,2017-04-27T09:50:00+02:00,40.939999,1.9500000000000002,45.0,10.31,11.8,11.0,12.0,0.34999999,211.75999,3.0599999,1473.86,336.13,80.760002,-8.0699997,2981.76,467.70999,6.1100001,-19.889999,418.92001,59.509998,1.75,-3.79,88.339996,9.1000004,15.67,0.13,420.54001,58.52,1.0,-1.0,0.40000001,0.029999999000000003,209.56,0.0,1472.61,336.31,23.09,22.799999,23.200001,0.029999999000000003,18.690001,18.549999,18.799999,0.09000000400000001,27.34,26.799999,27.950001,0.1,33.07,32.650002,34.299999,0.28,32.650002,32.400002,33.0,0.18000001000000002,32.369999,30.799999,33.150002,0.46000001,33.27,32.900002,33.5,0.13,343.44,301.82999,13.17,28.84,16.42,15.6,16.9,0.5,5.3200002,1.1400000000000001,10.26,2.3800001,4.73,0.47000000000000003,8.6800003,2.3299999,5.0300002,0.81999999,9.4700003,2.3,284.10001,269.76001,50.580002,28.299999,,,,,,,,,-17.809999,-103.41,73.629997,40.880001,6.6900001,5.8000001999999995,7.3000002,0.43000001,50.0,49.959999,50.029999,0.009999999800000001,701.83002,700.28003,706.53003,1.09,1.96,0.0,14.01,3.21,14.3,14.3,14.3,0.0
R80711,10,2017-04-27T10:00:00+02:00,-0.85000002,-0.99000001,6.6100001,0.89999998,11.92,11.0,12.0,0.2,1674.17,1482.24,1806.8199,69.720001,3427.6001,2504.21,4895.75,370.70001,594.40997,374.14999,921.92999,90.800003,9.4300003,-5.9499998,39.189999,10.3,594.59998,374.37,921.94,90.720001,1.0,-1.0,0.99000001,0.0,1673.24,1481.26,1805.8199,69.779999,23.120001,22.6,23.6,0.17,18.879999,18.450001,19.6,0.28999999,29.309999,26.799999,32.200001,1.4100000000000001,48.080002,34.299999,56.900002,6.29,47.439999,32.650002,55.200001,6.5999999,36.540001,33.0,39.400002,1.75,37.34,33.099998,39.799999,1.9,301.82999,301.82999,301.82999,0.0,16.85,16.200001,17.4,0.28999999,6.9400001,4.5300002,9.79,0.81999999,6.8400002,4.7399998,9.0799999,0.72000003,6.8899999,4.8699999,9.1700001,0.73000002,302.14999,277.62,348.42999,9.8199997,,,,,,,,,0.34,-24.209999,46.610001,9.8199997,5.6500001,5.3000002,5.9000001,0.15000001000000002,50.0,49.959999,50.02,0.009999999800000001,706.73999,704.71002,708.28003,0.77999997,15.96,14.11,17.26,0.67000002,14.56,14.3,14.9,0.20999999
R80711,10,2017-04-27T10:10:00+02:00,-0.99000001,-0.99000001,-0.99000001,0.0,12.0,12.0,12.0,0.0,1363.8,1031.3101,1725.22,206.5,2256.3999,1120.91,3692.99,718.59003,314.34,89.940002,657.21997,162.17999,11.85,-2.3599999,20.6,5.8099999,314.85999,92.279999,657.21997,161.77,1.0,-1.0,0.97000003,0.009999999800000001,1362.74,1030.03,1724.41,206.66,24.01,23.299999,24.799999,0.33000001,20.34,19.4,21.299999,0.44999999,33.389999,31.1,35.849998,0.94999999,58.59,56.900002,59.950001,0.88,54.41,51.900002,56.299999,1.63,38.889999,37.799999,39.549999,0.38999999,39.889999,38.950001,41.400002,0.62,301.82999,301.82999,301.82999,0.0,17.77,17.4,18.200001,0.17,5.9099998,3.6600001,8.8800001,0.95999998,6.0700002,3.76,8.5900002,0.92000002,5.9899998,3.9000000999999997,8.3299999,0.92000002,312.53,230.17,358.17001,15.81,,,,,,,,,10.75,-71.660004,56.34,15.81,5.6599998,5.3000002,5.8499999,0.14,49.970001,49.93,49.990002,0.009999999800000001,706.29999,704.78998,707.59998,0.51999998,12.99,9.8000002,16.48,1.98,15.48,14.9,15.9,0.27000001
R80711,10,2017-04-27T10:20:00+02:00,-0.99000001,-0.99000001,-0.99000001,0.0,12.0,12.0,12.0,0.0,1595.92,1281.1801,1791.49,137.50999,3104.0801,1881.4,4095.77,575.53998,512.14001,226.36,763.07001,141.75,2.51,-17.129999,19.549999,7.4499998,512.23999,226.98,763.15002,141.64,1.0,-1.0,0.99000001,0.0,1595.08,1280.12,1790.83,137.61,25.24,24.299999,26.200001,0.44999999,21.98,21.0,23.0,0.50999999,36.490002,34.299999,38.799999,0.92000002,58.82,57.200001,60.400002,0.77999997,56.52,52.650002,59.099998,1.77,40.580002,38.900002,42.099998,0.70999998,40.73,39.299999,41.75,0.57999998,318.73999,301.82999,319.39001,2.8499999,18.450001,17.9,18.9,0.28999999,6.9400001,4.3600001,9.3599997,1.0599999,6.8800001,4.3000002,9.1599998,0.95999998,6.9099998,4.5599999,9.1499996,0.98000002,319.38,279.76001,356.04999,12.33,,,,,,,,,-0.009999999800000001,-39.630001,39.610001,12.91,5.3600001,5.0999999,5.5999999,0.14,50.0,49.959999,50.029999,0.009999999800000001,706.17999,700.31,711.59998,3.71,15.21,12.19,17.110001,1.3200001000000001,16.200001,15.9,16.6,0.20999999
R80711,10,2017-04-27T10:30:00+02:00,-0.99000001,-0.99000001,-0.99000001,0.0,12.0,12.0,12.0,0.0,1591.7,1328.41,1749.21,83.349998,3084.76,2036.3199,3796.95,337.07999,502.85001,258.5,684.06,82.779999,1.9500000000000002,-9.5500002,14.13,4.6999998,502.89001,258.91,684.12,82.720001,1.0,-1.0,1.0,0.0,1590.88,1327.3199,1748.48,83.419998,26.860001,25.799999,28.0,0.50999999,23.65,22.799999,24.5,0.44999999,39.220001,37.450001,41.25,0.7599999900000001,60.360001,59.5,61.099998,0.41000000000000003,59.41,58.200001,60.400002,0.63999999,41.93,40.900002,42.849998,0.41999999,42.220001,41.400002,43.0,0.44999999,324.01999,319.39001,325.98001,2.99,19.280001,18.799999,19.9,0.34999999,7.1799998,4.4000001,9.2200003,0.95999998,7.0799999,4.9499998,9.9399996,0.83999997,7.1300001,4.6799998,9.4399996,0.86000001,324.89001,297.0,32.860001,10.97,,,,,,,,,-1.09,-28.969999,73.470001,12.37,4.7600002,4.4000001,5.1999998,0.25,50.02,50.0,50.040001,0.009999999800000001,700.39001,698.44,701.90002,0.73000002,15.17,12.65,16.700001,0.80000001,16.92,16.549999,17.200001,0.2
R80711,10,2017-04-27T10:40:00+02:00,-0.95999998,-0.99000001,0.0,0.15000001000000002,12.0,12.0,12.0,0.0,1247.63,964.58002,1714.85,248.42999,1847.49,543.56,3665.45,876.85999,238.67,24.32,649.26001,181.78,11.7,-2.3800001,20.92,5.5799999,239.58,28.030001,649.26001,181.06,0.99000001,1.0,0.93000001,0.02,1246.5699,963.31,1714.13,248.61,28.52,27.4,29.35,0.44999999,25.190001,24.4,25.9,0.40000001,41.349998,39.900002,43.150002,0.62,59.580002,56.700001,61.299999,1.4100000000000001,58.09,53.5,60.700001,2.3800001,42.619999,42.200001,43.25,0.22,43.009998,42.349998,43.599998,0.31,325.98001,325.98001,325.98001,0.0,20.120001,19.9,20.25,0.11,5.2199998,3.0699999,9.29,1.3200001000000001,5.3499999,3.3199999,8.5100002,1.11,5.29,3.21,8.8999996,1.2,330.28,281.73999,13.69,14.97,,,,,,,,,4.3099999,-44.23,47.720001,14.97,4.5799999,4.4000001,4.9000001,0.16,49.98,49.950001,50.029999,0.02,699.01001,697.46002,700.79999,0.7599999900000001,11.88,9.1599998,16.370001,2.3800001,17.559999,17.200001,17.799999,0.15000001000000002
