Wind_turbine_name,Min_since_last,Date_time,Ba_avg,Ba_min,Ba_max,Ba_std,Rt_avg,Rt_min,Rt_max,Rt_std,DCs_avg,DCs_min,DCs_max,DCs_std,Cm_avg,Cm_min,Cm_max,Cm_std,P_avg,P_min,P_max,P_std,Q_avg,Q_min,Q_max,Q_std,S_avg,S_min,S_max,S_std,Cosphi_avg,Cosphi_min,Cosphi_max,Cosphi_std,Ds_avg,Ds_min,Ds_max,Ds_std,Db1t_avg,Db1t_min,Db1t_max,Db1t_std,Db2t_avg,Db2t_min,Db2t_max,Db2t_std,Dst_avg,Dst_min,Dst_max,Dst_std,Gb1t_avg,Gb1t_min,Gb1t_max,Gb1t_std,Gb2t_avg,Gb2t_min,Gb2t_max,Gb2t_std,Git_avg,Git_min,Git_max,Git_std,Gost_avg,Gost_min,Gost_max,Gost_std,Ya_avg,Ya_min,Ya_max,Ya_std,Yt_avg,Yt_min,Yt_max,Yt_std,Ws1_avg,Ws1_min,Ws1_max,Ws1_std,Ws2_avg,Ws2_min,Ws2_max,Ws2_std,Ws_avg,Ws_min,Ws_max,Ws_std,Wa_avg,Wa_min,Wa_max,Wa_std,Va1_avg,Va1_min,Va1_max,Va1_std,Va2_avg,Va2_min,Va2_max,Va2_std,Va_avg,Va_min,Va_max,Va_std,Ot_avg,Ot_min,Ot_max,Ot_std,Nf_avg,Nf_min,Nf_max,Nf_std,Nu_avg,Nu_min,Nu_max,Nu_std,Rs_avg,Rs_min,Rs_max,Rs_std,Rbt_avg,Rbt_min,Rbt_max,Rbt_std
R80711,,2017-06-15T00:10:00+02:00,-0.14,-0.49,0.5,0.22,30.0,30.0,30.0,0.0,971.5,970.22,973.32,0.41000000000000003,521.81,372.03,697.15,115.23,19.43,-3.68,37.92,11.72,3.7,0.0,11.89,3.89,19.98,1.62,38.91,12.14,1.0,1.0,1.0,0.0,970.08,968.8,971.84,0.4,41.96,40.95,42.9,0.44,42.62,42.0,43.3,0.32,61.96,60.4,63.65,0.5700000000000001,59.53,59.3,59.85,0.14,57.14,57.05,57.4,0.08,54.34,54.1,54.65,0.1,54.96,54.8,55.2,0.05,84.51,84.51,84.51,0.0,27.12,26.9,27.3,0.13,4.03,3.16,5.13,0.39,3.84,3.15,4.79,0.34,3.93,3.25,4.79,0.35000000000000003,79.4,22.72,133.69,14.45,-5.12,-61.79,49.18,14.45,-5.12,-61.79,49.18,14.45,,,,,23.04,22.95,23.2,0.07,49.99,49.97,50.01,0.01,704.84,703.43,706.38,0.59,9.23,9.21,9.25,0.01,32.47,32.4,32.5,0.04
R80711,10,2017-06-15T00:20:00+02:00,-0.08,-0.49,0.4,0.18,30.0,30.0,30.0,0.0,971.31,969.97,972.23,0.33,461.8,335.39,643.97,83.79,13.62,0.21,32.24,8.42,3.9699999999999998,0.0,17.42,4.88,14.61,0.96,33.11,9.33,1.0,1.0,1.0,0.0,969.9,968.61,970.79,0.33,40.53,39.7,41.45,0.39,41.67,41.1,42.25,0.25,60.35,59.05,61.6,0.54,59.67,59.35,59.9,0.14,57.39,57.2,57.6,0.05,54.45,54.2,54.85,0.09,55.0,54.85,55.2,0.04,84.51,84.51,84.51,0.0,26.75,26.6,26.95,0.12,3.86,3.16,4.89,0.36,3.67,3.08,4.78,0.33,3.76,3.18,4.67,0.33,77.54,26.19,127.08,13.13,-6.96,-58.32,42.57,13.13,-6.96,-58.32,42.57,13.13,,,,,23.0,22.95,23.0,0.01,50.0,49.97,50.02,0.01,705.08,704.14,706.38,0.42,9.23,9.21,9.25,0.01,32.4,32.4,32.5,0.01
R80711,10,2017-06-15T00:30:00+02:00,0.37,0.0,0.5,0.22,30.0,30.0,30.0,0.0,971.38,970.35,972.22,0.31,305.34,262.47,346.77,17.58,0.0,-8.67,3.01,1.51,0.04,-0.33,1.7000000000000002,0.17,1.38,0.34,8.84,0.97,1.0,1.0,1.0,0.0,969.97,968.95,970.74,0.31,39.3,38.6,40.05,0.34,40.81,40.3,41.4,0.24,58.9,57.7,60.55,0.48,59.28,59.05,59.6,0.09,57.02,56.8,57.3,0.13,54.34,54.1,54.7,0.1,55.0,54.9,55.2,0.04,84.51,84.51,84.51,0.0,26.38,26.2,26.6,0.13,3.32,2.84,3.95,0.2,2.6,0.0,3.7800000000000002,1.27,2.96,1.43,3.8,0.67,85.62,34.75,145.84,16.58,1.15,-49.77,61.32,16.58,1.15,-49.77,61.32,16.58,,,,,22.94,22.9,23.0,0.04,50.0,49.97,50.02,0.01,705.03,702.62,707.23,1.04,9.23,9.21,9.25,0.01,32.4,32.3,32.4,0.02
R80711,10,2017-06-15T00:40:00+02:00,0.5,0.5,0.5,0.0,30.0,30.0,30.0,0.0,971.42,970.53,972.23,0.31,279.07,254.73,317.12,11.7,0.0,-14.26,0.38,1.67,0.16,-1.8900000000000001,2.67,0.36,2.66,0.39,14.53,1.58,1.0,1.0,1.0,0.0,970.01,969.19,970.75,0.31,38.27,37.55,39.0,0.31,40.06,39.6,40.55,0.22,57.64,56.55,58.95,0.42,59.05,58.8,59.2,0.05,56.65,56.5,56.8,0.08,54.29,54.05,54.8,0.09,54.99,54.9,55.1,0.03,84.51,84.51,84.51,0.0,26.02,25.85,26.2,0.11,3.23,1.04,4.01,0.24,2.84,0.0,3.75,0.9500000000000001,3.03,1.48,3.74,0.49,96.68,41.0,149.86,17.61,12.12,-43.51,65.35,17.61,12.12,-43.51,65.35,17.61,,,,,22.67,22.5,22.9,0.12,49.99,49.96,50.01,0.01,703.16,701.08,704.72,0.68,9.23,9.21,9.25,0.01,32.34,32.2,32.4,0.07
R80711,10,2017-06-15T00:50:00+02:00,0.5,0.5,0.5,0.0,30.0,30.0,30.0,0.0,971.4,970.5,972.26,0.34,262.96,220.2,316.17,24.84,0.0,-15.85,0.30000000000000004,2.46,0.09,-2.59,2.2800000000000002,0.31,4.34,0.36,16.28,2.27,1.0,1.0,1.0,0.0,969.98,969.12,970.76,0.34,37.35,36.7,38.0,0.26,39.35,38.9,39.9,0.19,56.56,55.4,57.65,0.43,58.93,58.75,59.1,0.09,56.56,56.4,56.6,0.05,54.26,54.05,54.75,0.09,54.97,54.8,55.1,0.04,84.51,84.51,84.51,0.0,25.76,25.6,25.9,0.09,2.89,0.0,4.2,1.03,2.49,0.0,4.03,1.35,2.69,0.0,4.05,1.09,101.93,42.27,159.28,17.9,17.52,-42.24,74.77,17.9,17.52,-42.24,74.77,17.9,,,,,22.48,22.4,22.5,0.03,50.0,49.98,50.02,0.01,704.13,702.43,706.03,0.73,9.23,9.2,9.25,0.01,32.25,32.2,32.4,0.06
R80711,10,2017-06-15T01:00:00+02:00,0.5,0.5,0.5,0.0,30.0,30.0,30.0,0.0,971.41,970.42,972.71,0.37,236.71,173.53,291.48,31.81,0.0,-21.5,-1.1400000000000001,4.01,0.01,-3.06,1.62,0.19,7.02,1.15,21.66,4.0,1.0,1.0,1.0,0.0,969.99,969.09,971.29,0.36,36.56,35.9,37.2,0.25,38.74,38.4,39.15,0.17,55.56,54.3,56.7,0.39,58.79,58.7,59.0,0.06,56.41,56.25,56.5,0.09,54.25,54.05,54.55,0.08,54.97,54.9,55.1,0.04,90.83,84.51,106.46,9.68,25.55,25.5,25.7,0.05,1.99,0.0,3.94,1.54,1.51,0.0,3.88,1.6,1.75,0.0,3.88,1.47,123.42,51.28,169.84,18.24,16.9,-49.27,85.33,19.97,16.9,-49.27,85.33,19.97,,,,,22.41,22.4,22.5,0.03,50.0,49.95,50.02,0.02,704.67,702.68,705.85,0.53,9.23,9.21,9.25,0.01,32.21,32.2,32.3,0.02
R80711,10,2017-06-15T01:10:00+02:00,0.19,0.0,0.5,0.24,30.0,30.0,30.0,0.0,971.48,969.77,973.02,0.46,337.98,236.1,425.44,43.6,3.2,-14.17,10.73,4.3,0.02,-0.27,1.05,0.09,4.59,0.45,14.2,2.81,1.0,1.0,1.0,0.0,970.06,968.39,971.49,0.44,36.13,35.7,36.55,0.16,38.43,38.15,38.85,0.13,54.91,54.05,55.8,0.29,58.94,58.65,59.3,0.15,56.48,56.3,56.8,0.14,54.36,54.05,54.8,0.13,55.03,54.9,55.2,0.07,106.46,106.46,106.46,0.0,27.61,25.5,29.6,1.43,3.3,2.74,4.11,0.23,3.22,0.0,4.03,0.42,3.26,1.5899999999999999,3.95,0.27,110.85,75.39,177.52,33.64,4.39,-31.07,71.05,33.64,4.39,-31.07,71.05,33.64,,,,,22.38,22.2,22.4,0.05,49.98,49.94,50.02,0.02,707.15,705.18,709.87,1.19,9.23,9.21,9.25,0.01,32.29,32.2,32.45,0.1
R80711,10,2017-06-15T01:20:00+02:00,0.0,0.0,0.17,0.01,30.0,30.0,30.0,0.0,971.43,970.35,972.71,0.39,421.84,334.88,502.82,38.65,11.07,1.31,19.51,3.9,0.03,-0.03,0.8300000000000001,0.11,11.09,3.24,19.56,3.88,1.0,1.0,1.0,0.0,970.0,968.95,971.2,0.37,37.24,36.2,38.3,0.48,39.25,38.6,39.95,0.34,55.78,54.4,57.2,0.55,59.48,59.2,59.8,0.17,57.01,56.7,57.3,0.12,54.64,54.4,55.0,0.11,55.23,55.0,55.4,0.06,106.46,106.46,106.46,0.0,30.66,29.6,31.5,0.51,3.54,2.89,4.21,0.24,3.52,2.86,4.28,0.28,3.5300000000000002,2.94,4.18,0.24,117.9,53.96,179.02,15.82,11.44,-52.5,72.56,15.82,11.44,-52.5,72.56,15.82,,,,,22.42,22.2,22.5,0.05,49.99,49.97,50.02,0.01,708.67,706.36,709.94,0.73,9.23,9.21,9.25,0.01,32.47,32.4,32.5,0.04
R80711,10,2017-06-15T01:30:00+02:00,0.0,0.0,0.23,0.01,30.0,30.0,30.0,0.0,971.42,970.3,972.74,0.34,424.51,397.21,466.43,12.77,11.02,0.46,14.57,1.8900000000000001,0.0,-1.97,0.17,0.1,11.05,3.03,14.57,1.78,1.0,1.0,1.0,0.0,969.99,969.01,971.18,0.32,38.97,37.8,40.05,0.52,40.5,39.8,41.3,0.37,57.58,56.05,59.05,0.61,59.87,59.7,60.1,0.09,57.3,57.1,57.4,0.08,54.87,54.6,55.15,0.09,55.41,55.2,55.7,0.09,113.0,106.46,125.12,8.72,32.08,31.5,32.6,0.30000000000000004,3.67,3.1,4.35,0.21,3.64,2.99,4.53,0.27,3.66,3.14,4.36,0.22,139.49,73.1,186.73,14.03,14.34,-44.12,80.27,15.87,14.34,-44.12,80.27,15.87,,,,,22.5,22.4,22.5,0.01,50.0,49.98,50.02,0.01,707.93,706.29,709.3,0.56,9.23,9.21,9.25,0.01,32.61,32.5,32.7,0.09
R80711,10,2017-06-15T01:40:00+02:00,0.0,0.0,0.26,0.01,30.0,30.0,30.0,0.0,971.39,970.61,972.05,0.32,420.59,339.72,454.05,27.17,11.05,3.7,14.92,2.81,0.0,-0.15,0.43,0.02,11.07,3.7,14.92,2.7800000000000002,1.0,1.0,1.0,0.0,969.97,969.27,970.58,0.30000000000000004,40.77,39.6,41.9,0.53,41.81,41.0,42.55,0.36,59.6,57.85,61.45,0.68,60.14,59.9,60.3,0.07,57.51,57.35,57.65,0.09,55.05,54.8,55.4,0.11,55.63,55.4,55.8,0.1,125.12,125.12,125.12,0.0,32.99,32.6,33.4,0.26,3.65,2.96,4.37,0.25,3.55,2.65,4.43,0.26,3.6,2.89,4.26,0.23,131.95,67.61,194.73,15.51,6.83,-57.52,69.61,15.51,6.83,-57.52,69.61,15.51,,,,,22.5,22.45,22.5,0.0,50.0,49.98,50.02,0.01,707.51,705.81,709.68,0.91,9.23,9.21,9.25,0.01,32.7,32.7,32.8,0.01
R80711,10,2017-06-15T01:50:00+02:00,0.04,0.0,0.5,0.14,30.0,30.0,30.0,0.0,971.43,970.14,972.87,0.36,358.55,315.64,387.45,13.67,5.14,-2.73,8.14,1.8599999999999999,0.01,-0.65,1.05,0.09,5.22,0.55,8.14,1.7000000000000002,1.0,1.0,1.0,0.0,970.0,968.76,971.38,0.35000000000000003,42.53,41.45,43.6,0.52,43.1,42.3,43.8,0.38,61.74,60.25,63.65,0.6900000000000001,60.24,59.9,60.4,0.07,57.67,57.6,57.9,0.05,55.26,55.05,55.65,0.1,55.78,55.6,56.0,0.06,125.12,125.12,125.12,0.0,33.76,33.4,34.1,0.22,3.5300000000000002,2.84,4.47,0.28,3.49,2.74,4.21,0.27,3.51,2.8200000000000003,4.34,0.26,135.09,60.09,189.5,16.8,9.97,-65.04,64.38,16.8,9.97,-65.04,64.38,16.8,,,,,22.72,22.5,22.95,0.15,50.0,49.98,50.02,0.01,706.93,705.36,708.55,0.62,9.23,9.21,9.25,0.01,32.78,32.7,32.8,0.04
R80711,10,2017-06-15T02:00:00+02:00,0.03,0.0,0.5,0.11,30.0,30.0,30.0,0.0,971.4,970.26,972.99,0.35000000000000003,359.09,294.78,408.85,33.61,5.31,-5.1,10.51,3.18,0.04,-1.06,1.85,0.18,5.43,0.49,10.51,3.03,1.0,1.0,1.0,0.0,969.97,968.82,971.5,0.33,44.28,43.2,45.25,0.52,44.38,43.7,45.1,0.38,63.87,62.25,65.65,0.6900000000000001,60.43,60.2,60.5,0.06,57.89,57.7,58.0,0.06,55.5,55.15,55.9,0.12,55.97,55.75,56.1,0.07,125.12,125.12,125.12,0.0,34.43,34.1,34.7,0.18,3.52,2.86,4.5600000000000005,0.26,3.45,2.81,4.33,0.26,3.49,2.92,4.29,0.24,135.7,68.6,190.97,16.26,10.58,-56.52,65.85,16.26,10.58,-56.52,65.85,16.26,,,,,22.91,22.9,23.0,0.02,50.01,49.99,50.03,0.01,707.17,705.69,708.41,0.62,9.23,9.21,9.25,0.01,32.8,32.8,32.9,0.0
R80711,10,2017-06-15T02:10:00+02:00,0.19,0.0,0.5,0.24,30.0,30.0,30.0,0.0,971.43,969.78,973.28,0.43,338.49,271.08,421.34,30.57,1.09,-10.93,8.9,2.46,0.11,-1.57,3.01,0.33,2.34,0.35000000000000003,11.05,1.5899999999999999,1.0,-1.0,1.0,0.0,970.0,968.35,971.78,0.41000000000000003,45.19,44.4,45.85,0.29,45.03,44.5,45.35,0.2,65.36,64.5,66.55,0.32,60.37,60.1,60.6,0.1,57.95,57.9,58.0,0.04,55.6,55.35,55.95,0.09,56.05,55.9,56.2,0.04,134.2,125.12,149.27,11.39,30.5,28.3,34.7,1.88,3.58,2.88,4.28,0.24,3.5300000000000002,3.01,4.23,0.24,3.55,3.05,4.13,0.21,161.43,91.86,186.84,14.2,12.11,-39.83,60.48,17.54,12.11,-39.83,60.48,17.54,,,,,22.78,22.7,22.95,0.09,49.99,49.96,50.03,0.01,707.62,706.23,709.23,0.53,9.23,9.2,9.26,0.01,32.77,32.7,32.9,0.04
R80711,10,2017-06-15T02:20:00+02:00,0.1,0.0,0.5,0.2,30.0,30.0,30.0,0.0,971.52,970.47,972.69,0.33,435.63,302.34,597.79,88.65,10.49,-9.05,25.0,8.39,0.8,-1.13,5.89,1.32,10.89,0.51,25.61,8.14,1.0,1.0,1.0,0.0,970.1,969.1,971.2,0.32,43.7,42.65,44.8,0.52,43.94,43.2,44.7,0.39,64.37,63.0,65.9,0.56,60.15,60.0,60.3,0.05,57.95,57.9,58.2,0.05,55.48,55.2,55.8,0.11,56.05,55.9,56.2,0.04,149.27,149.27,149.27,0.0,27.59,27.0,28.35,0.38,3.71,2.98,4.59,0.33,3.66,2.84,4.76,0.38,3.68,2.93,4.68,0.34,157.89,86.46,212.21,17.38,8.67,-62.8,62.94,17.38,8.67,-62.8,62.94,17.38,,,,,22.66,22.5,22.8,0.07,49.99,49.97,50.02,0.01,707.04,705.14,708.84,0.6000000000000001,9.23,9.21,9.25,0.01,32.62,32.5,32.7,0.09
R80711,10,2017-06-15T02:30:00+02:00,-0.21,-0.99,0.5,0.28,30.0,30.0,30.0,0.0,971.48,969.31,973.66,0.61,589.26,401.09,801.89,120.09,26.33,0.33,51.99,13.54,18.77,0.0,83.22,22.48,34.01,0.65,97.95,24.16,0.99,1.0,0.53,0.14,970.06,967.94,972.27,0.59,42.02,41.0,43.1,0.47000000000000003,42.7,42.0,43.4,0.34,62.66,60.9,64.5,0.59,60.29,60.1,60.6,0.1,58.23,58.0,58.5,0.12,55.44,55.15,55.85,0.11,56.06,55.9,56.2,0.04,158.49,149.27,163.54,6.72,26.69,26.3,27.0,0.19,4.07,3.22,5.79,0.4,3.99,3.14,5.21,0.37,4.03,3.23,5.5,0.36,173.67,118.31,213.07,14.39,10.1,-45.22,61.83,16.77,10.1,-45.22,61.83,16.77,,,,,22.39,22.1,22.5,0.09,50.01,49.97,50.03,0.01,707.64,706.04,710.15,0.88,9.23,9.2,9.27,0.01,32.48,32.4,32.5,0.03
R80711,10,2017-06-15T02:40:00+02:00,-0.18,-0.99,0.1,0.30000000000000004,30.0,30.0,30.0,0.0,971.33,968.29,973.25,0.76,520.33,356.57,765.37,100.81,22.75,7.04,48.28,10.68,79.15,69.08,86.33,3.3,82.92,70.29,97.0,5.91,0.33,0.55,0.12,0.1,969.9,966.85,971.75,0.74,40.49,39.5,41.55,0.43,41.66,41.1,42.35,0.28,60.95,59.5,62.25,0.55,60.4,60.1,60.7,0.12,58.56,58.4,58.75,0.11,55.5,55.2,56.0,0.11,56.1,55.95,56.3,0.05,163.54,163.54,163.54,0.0,26.05,25.9,26.4,0.13,3.98,2.95,5.3,0.4,3.86,2.89,5.25,0.39,3.92,2.96,5.11,0.38,167.58,121.26,260.03,15.67,4.03,-42.28,96.5,15.67,4.03,-42.28,96.5,15.67,,,,,22.12,21.9,22.3,0.07,50.0,49.97,50.02,0.01,709.66,707.57,712.18,0.9400000000000001,9.23,9.19,9.26,0.01,32.4,32.3,32.45,0.01
R80711,10,2017-06-15T02:50:00+02:00,0.0,0.0,0.5,0.03,30.0,30.0,30.0,0.0,971.39,969.72,973.65,0.59,405.85,279.83,495.39,53.5,10.94,-1.82,20.39,4.99,73.23,66.05,77.28,2.29,74.22,66.99,78.92,2.42,0.21,0.36,0.06,0.07,969.97,968.37,972.2,0.58,39.18,38.4,40.0,0.34,40.75,40.25,41.3,0.24,59.42,58.25,60.95,0.5,60.13,59.9,60.4,0.09,58.2,57.95,58.4,0.16,55.43,55.15,55.75,0.1,56.08,55.9,56.2,0.04,163.54,163.54,163.54,0.0,25.75,25.6,25.9,0.11,3.5700000000000003,2.93,4.53,0.28,3.48,2.83,4.58,0.28,3.5300000000000002,2.89,4.28,0.26,169.32,122.33,236.68,16.11,5.8,-41.21,73.14,16.11,5.8,-41.21,73.14,16.11,,,,,22.18,22.1,22.3,0.04,50.0,49.98,50.02,0.01,708.78,707.37,710.46,0.5700000000000001,9.23,9.2,9.26,0.01,32.28,32.2,32.4,0.08
R80711,10,2017-06-15T03:00:00+02:00,-0.04,-0.49,0.09,0.14,30.0,30.0,30.0,0.0,971.48,969.64,973.2,0.67,495.57,389.09,617.3,49.07,19.82,7.68,32.51,5.25,74.17,65.27,80.51,3.15,76.94,66.26,84.89,3.93,0.32,0.44,0.16,0.06,970.06,968.23,971.72,0.65,38.08,37.4,38.75,0.32,40.0,39.5,40.5,0.22,58.07,56.95,59.5,0.45,60.11,59.9,60.25,0.06,58.02,57.95,58.2,0.05,55.4,55.15,55.75,0.1,56.07,55.9,56.3,0.04,163.54,163.54,163.54,0.0,25.52,25.5,25.6,0.04,3.77,2.89,5.08,0.31,3.74,2.98,4.79,0.30000000000000004,3.75,3.06,4.71,0.28,171.79,124.76,215.14,14.07,8.26,-38.78,51.61,14.07,8.26,-38.78,51.61,14.07,,,,,22.17,22.1,22.4,0.05,50.0,49.97,50.02,0.01,708.23,707.25,709.43,0.44,9.23,9.2,9.26,0.01,32.2,32.1,32.2,0.01
R80711,10,2017-06-15T03:10:00+02:00,-0.02,-0.49,0.37,0.1,30.0,30.0,30.0,0.0,971.33,969.17,973.09,0.6900000000000001,415.14,311.94,654.2,59.96,12.15,-0.53,36.78,6.28,74.6,67.26,82.19,3.05,75.82,67.7,87.94,4.02,0.22,0.48,0.1,0.07,969.91,967.75,971.61,0.67,37.16,36.45,37.8,0.26,39.32,38.9,39.8,0.18,56.97,55.85,58.3,0.4,60.06,59.85,60.3,0.1,58.09,57.9,58.2,0.11,55.39,55.15,55.75,0.1,56.06,55.9,56.3,0.04,163.54,163.54,163.54,0.0,25.41,25.3,25.5,0.08,3.7,3.07,5.03,0.31,3.66,3.11,4.79,0.28,3.68,3.11,4.88,0.28,175.56,130.52,255.36,14.44,12.08,-33.02,91.82,14.44,12.08,-33.02,91.82,14.44,,,,,22.38,22.2,22.4,0.05,50.01,49.98,50.04,0.01,707.64,705.27,709.41,0.9,9.23,9.2,9.26,0.01,32.13,32.1,32.2,0.04
R80711,10,2017-06-15T03:20:00+02:00,0.0,0.0,0.5,0.04,30.0,30.0,30.0,0.0,971.45,970.21,972.8,0.44,388.33,316.93,490.98,41.85,9.15,-3.2,19.48,4.1,69.39,62.64,72.49,1.92,70.13,63.19,72.7,1.9300000000000002,0.2,0.44,0.07,0.07,970.04,968.83,971.39,0.43,36.37,35.8,36.95,0.23,38.78,38.4,39.15,0.16,55.97,55.0,57.2,0.36,59.87,59.7,60.0,0.04,57.87,57.7,57.95,0.06,55.37,55.15,55.75,0.09,56.05,55.9,56.1,0.04,163.54,163.54,163.54,0.0,25.26,25.2,25.3,0.05,3.63,3.01,4.37,0.25,3.5700000000000003,2.85,4.34,0.23,3.6,2.95,4.15,0.22,176.81,116.17,233.64,14.33,13.21,-47.37,70.1,14.33,13.21,-47.37,70.1,14.33,,,,,22.26,22.2,22.4,0.07,50.0,49.97,50.02,0.01,706.85,704.51,708.59,0.78,9.23,9.21,9.25,0.01,32.1,32.1,32.15,0.0
R80711,10,2017-06-15T03:30:00+02:00,-0.15,-0.49,0.06,0.22,30.0,30.0,30.0,0.0,971.46,969.9,973.48,0.58,540.78,452.89,663.62,54.98,25.76,13.89,41.16,7.17,74.67,64.69,83.82,5.08,79.19,66.35,92.86,7.08,0.39,0.5,0.27,0.05,970.04,968.52,971.95,0.5700000000000001,35.74,35.3,36.2,0.18,38.33,38.0,38.7,0.13,55.1,54.05,56.1,0.35000000000000003,60.03,59.8,60.4,0.11,58.0,57.8,58.4,0.11,55.36,55.15,55.65,0.09,56.06,55.8,56.3,0.05,163.54,163.54,163.54,0.0,25.69,25.1,27.8,0.8,3.91,3.05,4.88,0.33,3.8200000000000003,3.07,4.78,0.32,3.86,3.16,4.8100000000000005,0.30000000000000004,170.96,113.58,215.65,13.88,7.43,-49.96,52.11,13.88,7.43,-49.96,52.11,13.88,,,,,22.2,22.2,22.4,0.02,50.0,49.97,50.03,0.01,706.77,704.99,708.38,0.6900000000000001,9.23,9.2,9.26,0.01,32.1,31.9,32.1,0.02
R80711,10,2017-06-15T03:40:00+02:00,-0.35000000000000003,-0.49,0.0,0.22,30.0,30.0,30.0,0.0,971.37,969.54,972.92,0.6000000000000001,594.47,460.8,709.99,72.5,32.95,16.22,45.38,7.77,80.49,68.49,87.09,3.29,87.22,70.77,96.74,5.71,0.43,0.53,0.30000000000000004,0.05,969.96,968.2,971.51,0.58,36.17,35.4,37.1,0.41000000000000003,38.66,38.2,39.2,0.28,55.15,54.0,56.4,0.4,60.54,60.2,60.8,0.13,58.5,58.2,58.7,0.13,55.58,55.15,55.95,0.14,56.22,56.0,56.4,0.09,163.54,163.54,163.54,0.0,29.33,27.7,30.6,0.77,4.02,3.04,5.07,0.37,3.92,3.1,5.28,0.37,3.9699999999999998,3.14,5.04,0.35000000000000003,169.14,115.54,219.03,12.9,5.61,-47.99,55.5,12.9,5.61,-47.99,55.5,12.9,,,,,22.31,22.2,22.4,0.09,50.01,49.98,50.03,0.01,707.03,704.81,709.28,1.0,9.23,9.2,9.25,0.01,32.15,32.1,32.2,0.05
R80711,10,2017-06-15T03:50:00+02:00,-0.33,-0.49,0.0,0.23,30.0,30.0,30.0,0.0,971.46,970.02,972.86,0.48,591.95,486.28,743.87,66.15,32.92,16.97,48.44,7.16,79.92,69.81,85.0,2.49,86.66,72.24,94.76,4.77,0.43,0.5700000000000001,0.31,0.05,970.06,968.6,971.46,0.47000000000000003,37.85,36.8,38.9,0.55,39.81,39.0,40.55,0.39,56.64,55.2,58.3,0.59,60.86,60.5,61.2,0.16,58.65,58.5,59.0,0.12,55.86,55.6,56.15,0.1,56.39,56.2,56.6,0.06,163.54,163.54,163.54,0.0,31.33,30.4,32.05,0.43,3.9,2.95,4.75,0.33,3.7800000000000002,2.9,4.72,0.31,3.84,2.94,4.67,0.29,169.99,113.28,254.32,14.14,6.45,-50.26,90.78,14.14,6.45,-50.26,90.78,14.14,,,,,22.47,22.4,22.7,0.05,50.01,49.98,50.02,0.01,706.52,705.24,708.55,0.55,9.23,9.21,9.26,0.01,32.23,32.2,32.4,0.06
R80711,10,2017-06-15T04:00:00+02:00,-0.8200000000000001,-0.99,-0.49,0.24,30.0,30.0,30.0,0.0,989.94,969.66,1054.77,28.1,845.63,580.49,1154.77,177.61,60.05,32.79,98.75,20.13,71.48,50.58,86.05,11.75,96.07,84.23,111.14,5.8,0.66,0.89,0.42,0.15,988.58,968.38,1053.4,28.1,39.73,38.65,40.95,0.5700000000000001,41.14,40.3,41.9,0.4,58.51,56.9,60.05,0.64,61.56,61.0,62.1,0.33,59.47,58.8,60.1,0.45,56.06,55.7,56.45,0.12,56.63,56.35,56.9,0.1,163.54,163.54,163.54,0.0,32.63,32.0,33.2,0.37,4.35,3.29,5.93,0.49,4.26,3.23,5.92,0.52,4.31,3.3,5.89,0.49,167.13,121.99,212.66,11.93,3.59,-41.55,49.12,11.93,3.59,-41.55,49.12,11.93,,,,,22.77,22.5,23.0,0.12,50.0,49.97,50.04,0.01,705.49,703.96,707.14,0.8300000000000001,9.41,9.2,10.04,0.27,32.39,32.2,32.45,0.03
R80711,10,2017-06-15T04:10:00+02:00,-0.99,-0.99,-0.9500000000000001,0.0,30.0,30.0,30.0,0.0,1015.04,971.2,1068.98,26.17,1040.24,775.3,1214.13,86.31,81.12,50.95,104.54,11.17,46.47,14.69,79.77,16.35,95.17,77.49,110.58,9.01,0.87,0.98,0.58,0.09,1013.73,969.86,1067.69,26.19,41.66,40.5,42.9,0.5700000000000001,42.4,41.7,43.1,0.36,60.39,58.95,62.0,0.6000000000000001,62.41,61.85,63.05,0.28,60.53,60.0,61.0,0.29,56.34,56.0,56.75,0.13,56.97,56.6,57.3,0.15,163.54,163.54,163.54,0.0,33.84,33.2,34.35,0.31,4.64,3.74,5.85,0.42,4.55,3.52,5.94,0.42,4.59,3.69,5.8,0.39,167.03,25.13,224.44,15.25,3.46,-138.4,60.9,15.25,3.46,-138.4,60.9,15.25,,,,,23.26,23.0,23.5,0.16,50.04,50.01,50.07,0.01,704.4,703.25,706.76,0.55,9.65,9.22,10.17,0.25,32.45,32.4,32.5,0.04
