#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00457154,0.00586273,0.167254
0.00582285,0.00457154,0.186292
0.00576303,0.00582285,0.165215
0.0058079,0.00576303,0.161429
0.00584778,0.0058079,0.161759
0.00554367,0.00584778,0.165926
0.00561347,0.00554367,0.16081
0.00586273,0.00561347,0.160126
0.00569822,0.00586273,0.154644
0.00585276,0.00569822,0.156725
0.00495541,0.00585276,0.161036
0.00348474,0.00495541,0.154763
0.00384368,0.00348474,0.115231
0.00475599,0.00384368,0.138731
0.00584778,0.00475599,0.156818
0.00584778,0.00584778,0.169635
0.00583282,0.00584778,0.161551
0.00583781,0.00583282,0.153618
0.00584279,0.00583781,0.145001
0.00493048,0.00584279,0.113688
0.00523957,0.00493048,0.107567
0.00582285,0.00523957,0.103903
0.00555364,0.00582285,0.118112
0.0056035,0.00555364,0.126185
