#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.290679,0.56695,0.351599
0.242411,0.290679,0.316635
0.19,0.242411,0.315784
0.0494743,0.19,0.316309
0.0554068,0.0494743,0.325233
0.0300016,0.0554068,0.319795
0.0360837,0.0300016,0.318618
0.0261231,0.0360837,0.312761
0.0455359,0.0261231,0.308748
0.0956782,0.0455359,0.300558
0.104916,0.0956782,0.289413
0.144235,0.104916,0.285142
0.146568,0.144235,0.286388
0.169655,0.146568,0.294715
0.292394,0.169655,0.298183
0.329061,0.292394,0.324393
0.420586,0.329061,0.332881
0.393028,0.420586,0.338319
0.343134,0.393028,0.331635
0.280469,0.343134,0.328676
0.258439,0.280469,0.32287
0.249151,0.258439,0.320001
0.228113,0.249151,0.314224
0.184198,0.228113,0.316486
