#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0966753,0.0878662,0.135887
0.0963263,0.0966753,0.132648
0.12396,0.0963263,0.135676
0.130795,0.12396,0.162272
0.155607,0.130795,0.170945
0.158384,0.155607,0.181562
0.217973,0.158384,0.196997
0.15437,0.217973,0.215354
0.115624,0.15437,0.197446
0.184217,0.115624,0.173958
0.187433,0.184217,0.177055
0.192403,0.187433,0.190289
0.213312,0.192403,0.188465
0.175558,0.213312,0.202125
0.234001,0.175558,0.184301
0.270598,0.234001,0.195046
0.168987,0.270598,0.214967
0.197239,0.168987,0.188886
0.115585,0.197239,0.187682
0.108426,0.115585,0.152093
0.154465,0.108426,0.149932
0.243712,0.154465,0.162253
0.120191,0.243712,0.211484
0.12893,0.120191,0.185245
