#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.172527,0.126826,0.0818081
0.197708,0.172527,0.10873
0.187727,0.197708,0.120743
0.1647,0.187727,0.147887
0.122095,0.1647,0.137482
0.119403,0.122095,0.114271
0.0677505,0.119403,0.110157
0.04413,0.0677505,0.0929751
0.0572065,0.04413,0.0807367
0.0583531,0.0572065,0.0803555
0.0456356,0.0583531,0.0896494
0.043472,0.0456356,0.0958386
0.0371406,0.043472,0.0921215
0.0274492,0.0371406,0.0848031
0.0342442,0.0274492,0.0785462
0.0681343,0.0342442,0.0713815
0.0806076,0.0681343,0.0699711
0.0431479,0.0806076,0.0795338
0.0246674,0.0431479,0.0792089
0.0270254,0.0246674,0.0709672
0.0228328,0.0270254,0.0746085
0.0265169,0.0228328,0.0811551
0.0183908,0.0265169,0.0834508
0.0195823,0.0183908,0.0837351
