#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.184297,0.198416,0.203664
0.248668,0.184297,0.216266
0.306448,0.248668,0.242424
0.242102,0.306448,0.301491
0.309229,0.242102,0.306279
0.367767,0.309229,0.321196
0.304593,0.367767,0.345563
0.23944,0.304593,0.323127
0.280185,0.23944,0.293335
0.287314,0.280185,0.303153
0.344919,0.287314,0.310771
0.4364,0.344919,0.330989
0.462578,0.4364,0.366047
0.360224,0.462578,0.388725
0.165189,0.360224,0.374226
0.274058,0.165189,0.309265
0.291656,0.274058,0.306096
0.268739,0.291656,0.30088
0.249311,0.268739,0.292137
0.270144,0.249311,0.288952
0.30066,0.270144,0.298499
0.320845,0.30066,0.313687
0.167691,0.320845,0.33447
0.327381,0.167691,0.296386
