#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.474099,0.526963,0.379244
0.528508,0.474099,0.398325
0.593293,0.528508,0.423542
0.471691,0.593293,0.467914
0.494225,0.471691,0.466509
0.462044,0.494225,0.478047
0.44985,0.462044,0.476498
0.450433,0.44985,0.471258
0.391876,0.450433,0.466064
0.294961,0.391876,0.44978
0.264616,0.294961,0.420686
0.318936,0.264616,0.400144
0.399055,0.318936,0.400078
0.393197,0.399055,0.412284
0.540927,0.393197,0.40803
0.527212,0.540927,0.436805
0.494409,0.527212,0.442431
0.424799,0.494409,0.443343
0.365409,0.424799,0.430977
0.287613,0.365409,0.419267
0.276217,0.287613,0.401983
0.312545,0.276217,0.395218
0.3498,0.312545,0.402549
0.298895,0.3498,0.410899
