#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00568825,0.00568825,0.0638369
0.00569822,0.00568825,0.0517209
0.00568825,0.00569822,0.0487073
0.00566332,0.00568825,0.0479623
0.00564837,0.00566332,0.0462848
0.00566332,0.00564837,0.0459437
0.00566332,0.00566332,0.0455209
0.00567329,0.00566332,0.0457118
0.00572813,0.00567329,0.0465977
0.00575306,0.00572813,0.0469049
0.00580291,0.00575306,0.0445936
0.00588268,0.00580291,0.0437831
0.00585775,0.00588268,0.0444996
0.00579294,0.00585775,0.0452452
0.00588268,0.00579294,0.0458086
0.00585775,0.00588268,0.0464987
0.00578795,0.00585775,0.0455143
0.00588268,0.00578795,0.0510923
0.00585775,0.00588268,0.0528638
0.00578297,0.00585775,0.0339157
0.00588268,0.00578297,0.0356476
0.00585775,0.00588268,0.0479951
0.00545892,0.00585775,0.0463514
0.00491054,0.00545892,0.0417787
