#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.348499,0.418303,0.0959052
0.311119,0.348499,0.0730034
0.288416,0.311119,0.0660417
0.287653,0.288416,0.0616095
0.268629,0.287653,0.0642165
0.338089,0.268629,0.0687093
0.338742,0.338089,0.0484762
0.339351,0.338742,0.0475473
0.344356,0.339351,0.0481394
0.341415,0.344356,0.0456257
0.318128,0.341415,0.0416246
0.28199,0.318128,0.0385877
0.260862,0.28199,0.0352107
0.286531,0.260862,0.0338952
0.274053,0.286531,0.0300513
0.295096,0.274053,0.0320555
0.284228,0.295096,0.0364319
0.276949,0.284228,0.04048
0.238533,0.276949,0.0456799
0.238473,0.238533,0.0477135
0.225162,0.238473,0.0441075
0.293376,0.225162,0.041617
0.294672,0.293376,0.0368545
0.249799,0.294672,0.0339404
