#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.106606,0.143124,-0.0775069
0.109657,0.106606,-0.0725297
0.0736581,0.109657,-0.0656817
0.0508652,0.0736581,-0.0525129
0.0408597,0.0508652,-0.0494687
0.020699,0.0408597,-0.0517534
0.028172,0.020699,-0.0518836
0.0178125,0.028172,-0.0769921
0.0280923,0.0178125,-0.0958599
0.0376242,0.0280923,-0.0992387
0.0367568,0.0376242,-0.104802
0.0367268,0.0367568,-0.103688
0.0040082,0.0367268,-0.101435
0.00563341,0.0040082,0.133051
0.0426544,0.00563341,-0.0211543
0.041079,0.0426544,-0.108199
0.0240193,0.041079,-0.0984078
0.0956533,0.0240193,-0.0929845
0.063144,0.0956533,-0.0769536
0.0790073,0.063144,-0.0714737
0.0673367,0.0790073,-0.0634299
0.0364626,0.0673367,-0.0580684
0.027175,0.0364626,-0.0665234
0.0435218,0.027175,-0.103951
