#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.285684,0.294582,0.368879
0.296936,0.285684,0.342915
0.201915,0.296936,0.33677
0.16124,0.201915,0.349768
0.162711,0.16124,0.347563
0.17672,0.162711,0.341298
0.17481,0.17672,0.333129
0.231962,0.17481,0.337774
0.326459,0.231962,0.332573
0.31916,0.326459,0.320842
0.377927,0.31916,0.328155
0.39051,0.377927,0.323539
0.395595,0.39051,0.320687
0.33776,0.395595,0.319961
0.338643,0.33776,0.32621
0.310172,0.338643,0.321168
0.265717,0.310172,0.31866
0.259875,0.265717,0.324027
0.255263,0.259875,0.325652
0.251549,0.255263,0.330731
0.248852,0.251549,0.334394
0.265074,0.248852,0.331745
0.329081,0.265074,0.33099
0.322764,0.329081,0.324272
