#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0050601,0.00582784,0.0692572
0.00582784,0.0050601,0.0544326
0.0058079,0.00582784,0.053349
0.00580291,0.0058079,0.0534105
0.00580291,0.00580291,0.0538833
0.00580291,0.00580291,0.0548197
0.00554866,0.00580291,0.0435032
0.0058079,0.00554866,0.0427662
0.00581288,0.0058079,0.0436692
0.00580291,0.00581288,0.0439946
0.0058079,0.00580291,0.0436403
0.00583781,0.0058079,0.0458398
0.00588766,0.00583781,0.0491855
0.00588766,0.00588766,0.0496159
0.00584279,0.00588766,0.048393
0.00588766,0.00584279,0.048997
0.00588766,0.00588766,0.0485812
0.00584279,0.00588766,0.050403
0.00588766,0.00584279,0.0559617
0.00588766,0.00588766,0.0543247
0.0058079,0.00588766,0.0544959
0.00503517,0.0058079,0.054105
0.00576801,0.00503517,0.0518743
0.00578297,0.00576801,0.0477998
