#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0731246,0.0461989,0.232893
0.070971,0.0731246,0.223869
0.0634382,0.070971,0.217202
0.0756273,0.0634382,0.209783
0.0778358,0.0756273,0.2151
0.0725314,0.0778358,0.234649
0.0690865,0.0725314,0.242389
0.0630593,0.0690865,0.237134
0.113366,0.0630593,0.23584
0.245013,0.113366,0.243736
0.174735,0.245013,0.305644
0.320925,0.174735,0.304046
0.297798,0.320925,0.336968
0.247187,0.297798,0.349388
0.203351,0.247187,0.333345
0.22066,0.203351,0.308627
0.192927,0.22066,0.30965
0.252088,0.192927,0.301624
0.202982,0.252088,0.316578
0.213755,0.202982,0.316436
0.197045,0.213755,0.321501
0.188949,0.197045,0.324604
0.24454,0.188949,0.32467
0.213895,0.24454,0.344836
