#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00588268,0.00588766,0.0798148
0.00582285,0.00588268,0.065524
0.0058727,0.00582285,0.0638432
0.00588268,0.0058727,0.0620336
0.00486567,0.00588268,0.0647083
0.00505511,0.00486567,0.0598627
0.00939234,0.00505511,0.0453102
0.0148662,0.00939234,0.0188212
0.00598238,0.0148662,-0.0174027
0.00620174,0.00598238,-0.0246808
0.00938735,0.00620174,-0.0275392
0.00490555,0.00938735,-0.0273959
0.00358943,0.00490555,-0.0285418
0.00582784,0.00358943,0.00592333
0.00582784,0.00582784,0.0270331
0.00582784,0.00582784,0.0287897
0.00583282,0.00582784,0.0287126
0.00582784,0.00583282,0.0276885
0.00583282,0.00582784,0.0294613
0.00583282,0.00583282,0.0308871
0.00582784,0.00583282,0.0319097
0.00582784,0.00582784,0.0320036
0.00582784,0.00582784,0.0326354
0.00582285,0.00582784,0.0325583
