#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0058727,0.00586772,0.176618
0.0058727,0.0058727,0.183295
0.0058727,0.0058727,0.176057
0.00538913,0.0058727,0.182704
0.00412784,0.00538913,0.177969
0.0068598,0.00412784,0.146011
0.00551875,0.0068598,0.155476
0.0057381,0.00551875,0.0797772
0.0157636,0.0057381,0.153292
0.0346529,0.0157636,0.127726
0.0558156,0.0346529,0.0770692
0.0768038,0.0558156,0.0682538
0.0786633,0.0768038,0.0654031
0.102044,0.0786633,0.0602456
0.0849548,0.102044,0.07311
0.0651232,0.0849548,0.0819336
0.0879759,0.0651232,0.0728408
0.0598737,0.0879759,0.0733946
0.0822727,0.0598737,0.0768167
0.0781698,0.0822727,0.0783392
0.0643006,0.0781698,0.0765495
0.0771229,0.0643006,0.0707874
0.132744,0.0771229,0.0725034
0.146922,0.132744,0.0747269
