#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.0582983,0.04755,0.32421
0.0535623,0.0582983,0.301232
0.0324096,0.0535623,0.3048
0.0457004,0.0324096,0.319436
0.0306647,0.0457004,0.308333
0.0195873,0.0306647,0.304839
0.0213172,0.0195873,0.302966
0.0384468,0.0213172,0.301878
0.0379433,0.0384468,0.295038
0.0368265,0.0379433,0.292449
0.0410142,0.0368265,0.287082
0.0553869,0.0410142,0.283593
0.0502271,0.0553869,0.280768
0.0427042,0.0502271,0.284425
0.0331773,0.0427042,0.293345
0.00842519,0.0331773,0.295734
0,0.00842519,0.308708
0.00583781,0,0.347058
0.00588766,0.00583781,0.385576
0.00588766,0.00588766,0.406207
0.00585775,0.00588766,0.411993
0.00588766,0.00585775,0.413862
0.00587769,0.00588766,0.413128
0.00582784,0.00587769,0.412134
