#expected_P_avg,naive_P_avg,global_best_predicted_P_avg
0.00578795,0.00560848,0.0752945
0.0161076,0.00578795,0.0823412
0.00472608,0.0161076,0.0243502
0.00588766,0.00472608,0.053178
0.00571317,0.00588766,0.0644985
0.0532582,0.00571317,0.0527502
0.035306,0.0532582,-0.00451947
0.00807123,0.035306,-0.0180769
0.0211377,0.00807123,-0.00116153
0.0161923,0.0211377,0.022703
0.00579793,0.0161923,0.00317731
0.00580291,0.00579793,0.0489965
0.00534925,0.00580291,0.0513824
0.0487165,0.00534925,0.0538208
0.00491552,0.0487165,-0.000305082
0.0161524,0.00491552,-0.00337632
0.111561,0.0161524,0.0156661
0.045486,0.111561,-0.0133326
0.0395735,0.045486,-0.00642609
0.0635927,0.0395735,-0.00774915
0.0420163,0.0635927,-0.0120799
0.0364526,0.0420163,-0.0129906
0.0155093,0.0364526,-0.0141066
0.00312579,0.0155093,-0.011633
